Frame;1_X;1_Y;1_Z
0;0.0;0.0;0.0
1;-0.3958696465159667;-0.0611274188120528;0.28058299581560203
2;-0.8277073215258558;-0.11035151922260195;0.5759480175098821
3;-1.3101631879351385;-0.16829515058771302;0.9229170197096257
4;-1.8227693932842268;-0.22663681297958224;1.3082916494840702
5;-2.3566418392316484;-0.30014372935339956;1.7275327117224717
6;-2.921184478140933;-0.3728594146856356;2.15726325614318
7;-3.540442258600184;-0.4327898267079192;2.5729955060958027
8;-4.119509426321815;-0.48574372336572447;2.9773599519823257
9;-4.747466776656801;-0.5665184778535781;3.391593710858474
10;-5.388779220395318;-0.68994242254504;3.8378094492160795
11;-6.068939829318114;-0.8149066672848954;4.33405413329177
12;-6.776524638147896;-0.9532101810943343;4.85053681561301
13;-7.502015334094158;-1.1499403404189765;5.38742406231688
14;-8.264384684757607;-1.357791073497257;5.90601625998721
15;-9.04863112005016;-1.5461335452968974;6.4005375636928825
16;-9.884063548733161;-1.803096683347267;6.97318945306912
17;-10.829159170531065;-2.0916603454845237;7.5714201553787355
18;-11.816042139191683;-2.388198846337624;8.217759125797873
19;-12.820105867072161;-2.7284047062639294;8.934753655409981
20;-13.859550837597675;-3.138825771081543;9.757259879261273
21;-14.978016519302422;-3.5692941521119566;10.669619355458666
22;-16.097722193082213;-3.955223225735366;11.497846264454715
23;-17.380912451982923;-4.372432218040328;12.347869929862512
24;-18.6446049011772;-4.819365560560669;13.22649498147192
25;-19.85549034305488;-5.2906386311446205;14.086271190256365
26;-21.170708980161475;-5.815765123028563;15.01014277545416
27;-22.623234876515102;-6.394406992686157;15.959784449069147
28;-24.155686137614243;-7.05476938890593;16.947214632221836
29;-25.747244379725622;-7.6980350905615555;17.904969019946517
30;-27.39129853534619;-8.358035494763687;18.979631501347225
31;-29.165075450193296;-9.142016426164094;20.125206292393322
32;-30.98004407843944;-9.943452982248559;21.160984592503485
33;-32.83517129616892;-10.753135705641778;22.170335767430238
34;-34.74009523597591;-11.630807936699796;23.20281144513995
35;-36.741733839443086;-12.530407589044875;24.235565413262997
36;-38.848581053549;-13.4758816306941;25.255170600592955
37;-41.021355340756884;-14.443973434091813;26.31014975339684
