Kreis69
Date:,2025/04/24
Time:,13:52:00
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
114,835.484619,745.115601,111.170525,,,,,,,,,,,,,,,,,,,,,,,,,745.599854,651.858521,109.587440,1013.330017,876.188110,294.752686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,834.075012,745.366150,111.945923,,,,,,,,,,,,,,,,,,,,,,,,,744.812500,652.073792,110.281509,1012.009766,876.126404,295.339691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,833.004150,745.614197,112.312950,,,,,,,,,,,,,,,,,,,,,,,,,744.178711,652.289246,110.994446,1011.143494,875.885254,295.318817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,832.218994,745.627991,112.571579,,,,,,,,,,,,,,,,,,,,,,,,,742.993835,652.297729,112.272934,1010.855103,875.691101,295.070740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,831.393433,745.993530,113.352814,,,,,,,,,,,,,,,,,,,,,,,,,741.449463,652.523438,113.825676,1010.740417,875.727722,294.704346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,829.492126,746.502930,114.208580,,,,,,,,,,,,,,,,,,,,,,,,,739.965515,652.771362,115.171173,1010.189392,875.761169,294.141510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,827.550476,746.428284,115.072746,,,,,,,,,,,,,,,,,,,,,,,,,738.624573,653.087036,116.067116,1009.118896,875.460449,294.053680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,826.073242,746.387451,116.086304,,,,,,,,,,,,,,,,,,,,,,,,,736.724670,653.283569,116.881882,1008.054626,875.223999,293.968140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,824.820068,746.439514,117.214729,,,,,,,,,,,,,,,,,,,,,,,,,735.021362,653.609436,117.763298,1007.002686,875.110901,294.018311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,822.702209,746.354309,117.943314,,,,,,,,,,,,,,,,,,,,,,,,,733.162903,654.050049,118.836937,1006.319275,874.900024,294.111786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,821.410889,746.497986,118.549553,,,,,,,,,,,,,,,,,,,,,,,,,731.266357,654.433228,120.708588,1005.632324,874.711914,294.205841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,819.179138,746.549316,119.849213,,,,,,,,,,,,,,,,,,,,,,,,,728.703552,654.960205,121.943359,1004.547424,874.407898,294.196320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,816.870850,746.739624,120.853455,,,,,,,,,,,,,,,,,,,,,,,,,726.621643,655.141418,123.331375,1003.290222,874.084717,294.255859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,815.405029,746.926208,121.623291,,,,,,,,,,,,,,,,,,,,,,,,,724.295227,655.521118,124.822075,1002.160095,873.839172,294.033417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,813.616455,747.007141,122.216072,,,,,,,,,,,,,,,,,,,,,,,,,721.969604,656.014282,126.639908,1001.459229,873.710449,293.990875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,811.212952,747.075256,123.272682,,,,,,,,,,,,,,,,,,,,,,,,,719.309570,656.621521,128.472214,1000.663818,873.532837,294.223999,974.855286,893.498474,135.050491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,808.983032,747.327942,124.590424,,,,,,,,,,,,,,,,,,,,,,,,,716.709656,656.997986,129.861588,999.355286,873.225952,294.701324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,806.523254,747.242126,124.937737,,,,,,,,,,,,,,,,,,,,,,,,,714.071106,657.515869,131.463974,998.216858,872.814026,294.696442,,,,971.813477,892.561218,134.894302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,804.005859,747.251404,126.877655,,,,,,,,,,,,,,,,,,,,,,,,,710.858948,658.146484,133.810486,997.497131,872.698486,294.414276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,801.368835,747.498657,128.201294,,,,,,,,,,,,,,,,,,,,,,,,,707.949951,658.795105,135.580551,996.712708,872.648071,294.348297,,,,,,,792.845093,649.695984,143.920776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,798.719360,747.380066,129.741287,,,,,,,,,,,,,,,,,,,,,,,,,704.691956,659.396301,137.298584,995.148132,872.512207,294.946899,,,,,,,,,,964.790710,891.698975,135.587402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,796.040039,747.579468,130.909821,,,,,,,,,,,,,,,,,,,,,,,,,701.476135,660.184570,138.857880,993.643066,872.111389,295.316620,,,,,,,,,,962.350952,891.424805,135.732010,786.589355,649.039124,146.127457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,792.744873,747.626892,132.024948,,,,,,,,,,,,,,,,,,,,,,,,,697.921265,660.943359,140.935333,992.865356,871.850830,295.332977,,,,,,,,,,,,,783.826660,648.851624,147.715210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,790.095398,747.782166,133.586395,,,,,,,,,,,,,,,,,,,,,,,,,694.341003,661.729370,142.792389,992.353271,871.712830,295.286316,,,,,,,,,,,,,,,,957.467041,890.913940,136.639053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,787.504150,748.036499,134.243179,,,,,,,,,,,,,,,,,,,,,,,,,690.893738,662.452332,144.428284,990.896912,871.478760,295.201813,,,,,,,,,,,,,,,,955.227844,890.244202,136.873032,775.348816,649.941284,151.550537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,784.265869,747.637512,135.426254,,,,,,,,,,,,,,,,,,,,,,,,,687.274963,663.398438,145.872269,988.975220,871.254456,295.540741,,,,,,,,,,,,,,,,952.935059,889.822205,136.817764,772.821411,648.527405,152.782593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,781.131775,748.088623,137.034760,,,,,,,,,,,,,,,,,,,,,,,,,683.235168,664.484680,147.913437,987.716858,871.082764,295.832275,,,,,,,,,,,,,,,,950.018433,889.553040,137.065659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,777.605164,748.109680,138.297287,,,,,,,,,,,,,,,,,,,,,,,,,679.176819,665.358459,149.712921,986.989258,870.634460,296.138550,,,,,,,,,,,,,,,,,,,,,,763.843628,650.239807,156.303696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,774.595459,748.061462,139.287521,,,,,,,,,,,,,,,,,,,,,,,,,675.062744,666.152588,151.485931,985.573914,870.191162,296.397095,,,,,,,,,,,,,,,,,,,,,,760.077454,650.573425,156.478348,944.504517,888.298035,138.095306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,771.489502,748.309509,140.547089,,,,,,,,,,,,,,,,,,,,,,,,,671.044739,667.069641,153.124283,984.040466,870.008484,296.456787,,,,,,,,,,,,,,,,,,,,,,,,,942.651855,887.520325,137.827148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,767.915222,747.948303,141.660492,,,,,,,,,,,,,,,,,,,,,,,,,666.891907,668.229065,154.975983,982.620911,869.849731,296.666046,,,,,,,,,,,,,,,,,,,,,,,,,939.246033,887.120300,138.498795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,763.854248,747.824646,143.426956,,,,,,,,,,,,,,,,,,,,,,,,,662.270691,669.418030,156.505875,981.144714,869.385498,297.133453,,,,,,,,,,,,,,,,,,,,,,,,,936.001221,886.661133,139.304291,745.956360,650.242493,161.934601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,760.347046,748.432678,144.729080,,,,,,,,,,,,,,,,,,,,,,,,,657.782043,670.316833,157.855560,979.843750,869.002136,297.467285,,,,,,,,,,,,,,,,,,,,,,,,,933.345337,886.108459,139.553162,742.351624,650.208557,163.687241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,756.489075,748.382874,145.541901,,,,,,,,,,,,,,,,,,,,,,,,,653.522766,671.185303,159.178040,978.885071,868.737427,297.803345,,,,,,,,,,,,,,,,,,,,,,,,,929.216309,885.482849,140.716827,738.691284,649.962891,164.831955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,752.725464,748.138123,146.500320,,,,,,,,,,,,,,,,,,,,,,,,,649.389160,672.125549,160.420700,976.993591,868.446899,298.415802,,,,,,,,,,,,,,,,,,,,,,,,,926.195801,884.667480,141.256943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,748.658386,748.148865,147.449493,,,,,,,,,,,,,,,,,,,,,,,,,644.773804,673.199585,161.418732,975.128296,868.143982,298.733765,,,,,,,,,,,,,,,,,,,,,,,,,923.730286,883.912903,141.018234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,744.721741,748.567139,148.265167,,,,,,,,,,,,,,,,,,,,,,,,,639.974182,674.382507,162.776306,974.020508,867.944214,298.811920,,,,,,,,,,,,,,,,,,,,,,,,,920.582092,883.073364,141.833023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,740.994446,748.418274,148.860214,,,,,,,,,,,,,,,,,,,,,,,,,635.029358,675.391296,164.260117,972.422363,867.457092,299.486969,,,,,,,,,,,,,,,,,,,,,,,,,916.937744,882.435364,142.408783,,,,717.927002,651.453430,169.124374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,736.603271,748.737061,149.769348,,,,,,,,,,,,,,,,,,,,,,,,,630.187622,676.253052,165.508179,970.642578,867.065063,300.345978,,,,,,,,,,,,,,,,,,,,,,,,,913.239380,881.652527,143.624619,,,,713.223389,652.280823,169.417984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,732.105530,748.869934,150.429428,,,,,,,,,,,,,,,,,,,,,,,,,625.247375,677.124268,166.231155,969.386719,866.695740,300.514221,,,,,,,,,,,,,,,,,,,,,,,,,909.883972,880.730408,144.298096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,728.186340,748.785583,151.293823,,,,,,,,,,,,,,,,,,,,,,,,,620.676086,678.412109,167.355637,967.772766,866.000244,301.253693,,,,,,,,,,,,,,,,,,,,,,,,,906.303711,880.164001,144.962265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,723.635376,748.649048,152.084167,,,,,,,,,,,,,,,,,,,,,,,,,615.864990,679.557739,168.237869,965.628479,865.601501,302.002167,,,,,,,,,,,,,,,,,,,,,,,,,903.119995,878.947021,145.642517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,719.401917,748.727356,152.767303,,,,,,,,,,,,,,,,,,,,,,,,,611.018066,680.639893,168.976135,963.701538,865.537354,302.415497,,,,,,,,,,,,,,,,,,,,,,,,,899.005615,878.369995,146.653305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,715.201599,748.737671,153.234070,,,,,,,,,,,,,,,,,,,,,,,,,606.381775,681.603088,169.438339,962.372375,864.817139,303.128448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,711.233521,748.742859,154.182922,,,,,,,,,,,,,,,,,,,,,,,,,601.646790,682.706604,170.023849,961.192932,864.304321,303.678253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.851074,876.771118,148.366089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,707.259949,748.553528,154.016876,,,,,,,,,,,,,,,,,,,,,,,,,596.632385,683.869812,170.636810,959.393311,863.947266,304.290466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.571594,875.519531,149.058105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,702.843445,748.528198,154.079636,,,,,,,,,,,,,,,,,,,,,,,,,591.567139,685.124268,170.659546,957.085938,863.871582,304.713684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.009827,874.757263,149.868927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,698.295837,748.268250,154.571518,,,,,,,,,,,,,,,,,,,,,,,,,586.531433,686.163879,171.158386,955.884644,863.308228,304.997772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.661499,873.899048,151.174698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,694.246582,747.999146,154.760544,,,,,,,,,,,,,,,,,,,,,,,,,581.651245,687.139832,171.664108,954.292175,862.588806,305.467041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.191956,873.007690,152.209366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,689.882690,747.876099,155.626328,,,,,,,,,,,,,,,,,,,,,,,,,577.213379,688.333069,171.646057,952.240234,862.285400,306.378143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.625671,872.130127,153.141495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,685.567810,747.894348,156.411179,,,,,,,,,,,,,,,,,,,,,,,,,572.545837,689.412476,171.576508,950.119507,861.775757,307.327057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.603455,871.239197,153.680573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,681.602173,747.765076,156.483887,,,,,,,,,,,,,,,,,,,,,,,,,568.052185,690.457214,171.770081,948.276917,861.085144,307.891327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.552124,870.517883,154.669113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,677.699402,747.815918,156.506332,,,,,,,,,,,,,,,,,,,,,,,,,563.439392,691.189148,172.068680,946.464417,860.680847,308.337494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.148010,869.477417,155.875122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,673.496094,748.005371,156.417755,,,,,,,,,,,,,,,,,,,,,,,,,558.652832,692.284485,172.201141,944.200378,860.227905,309.194031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.138123,868.569275,157.494431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,668.599854,747.875977,157.100281,,,,,,,,,,,,,,,,,,,,,,,,,553.987854,693.131348,172.531067,941.874390,860.063904,310.484955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.306702,655.418945,173.809677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,664.768738,747.827087,156.846558,,,,,,,,,,,,,,,,,,,,,,,,,549.550659,693.946350,172.504379,940.501038,858.832825,311.147736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.851685,866.978516,160.029160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,661.418213,747.614746,156.629089,,,,,,,,,,,,,,,,,,,,,,,,,545.399292,695.114319,171.925385,938.720459,858.392639,311.244629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,657.828430,747.475403,156.361099,,,,,,,,,,,,,,,,,,,,,,,,,541.509644,695.866394,171.555115,936.055298,858.139282,312.147980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.647522,865.220215,162.374649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,653.790894,747.668274,156.137772,,,,,,,,,,,,,,,,,,,,,,,,,537.153320,696.511841,171.679520,934.432373,857.166931,312.879547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,649.870300,747.535400,155.860016,,,,,,,,,,,,,,,,,,,,,,,,,532.792175,697.401367,171.456070,933.080139,856.397095,313.527283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.357178,863.616943,164.308533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,645.882141,747.138611,156.543549,,,,,,,,,,,,,,,,,,,,,,,,,528.843689,698.301880,171.454117,930.508728,856.247253,314.357819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,642.072266,747.086609,156.295029,,,,,,,,,,,,,,,,,,,,,,,,,525.054504,699.202637,171.167953,928.144958,855.438782,315.152374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.355469,862.088623,167.143921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,639.541138,746.919617,155.883133,,,,,,,,,,,,,,,,,,,,,,,,,521.119446,700.153015,170.376251,926.644165,854.355469,315.795959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,635.359985,747.080261,155.615814,,,,,,,,,,,,,,,,,,,,,,,,,517.260132,700.806641,170.308838,924.507141,854.029907,316.525604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.866516,860.376404,169.439087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,631.827087,746.625854,155.997787,,,,,,,,,,,,,,,,,,,,,,,,,513.930237,701.420349,170.027878,922.254578,853.227417,317.590149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.510986,859.425415,169.753555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
