Kreis69
Date:,2025/04/24
Time:,13:52:00
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
48,890.280273,779.536987,102.623909,,,,,,,767.168579,729.881531,116.395584,871.658142,679.344238,124.628784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,889.464966,778.307129,103.118324,,,,,,,767.167725,728.041626,116.852043,871.148376,677.457886,124.502487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,888.747864,777.252625,103.676376,,,,,,,767.203613,726.210999,116.941399,870.742310,675.475830,124.711357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,888.094666,775.642700,104.275444,,,,,,,766.635071,724.078369,117.696754,870.784180,673.623779,124.187683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,886.917725,774.452942,104.789391,,,,,,,765.348145,722.338074,118.204681,871.195251,671.876038,123.618057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,886.226563,773.429504,105.035873,,,,,,,764.957886,720.563477,118.145470,871.467590,670.353638,123.481812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,885.322327,772.057495,104.836708,,,,,,,764.255310,719.049988,117.984505,871.628601,668.882080,123.516785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,884.145752,770.931702,104.874390,,,,,,,763.075928,717.863098,117.820221,871.306396,667.459717,123.499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,882.931641,770.000854,105.061584,,,,,,,762.052307,716.643433,117.915901,870.793762,666.041382,124.498970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,881.885803,768.520386,105.396240,,,,,,,761.043274,715.732910,118.048035,869.927673,665.106018,125.264648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,881.033875,766.960876,105.534149,,,,,,,759.893311,714.504028,118.193115,869.634521,663.965088,124.939758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,880.566895,765.804810,105.385635,,,,,,,758.924133,713.121704,117.364861,869.011414,662.763855,123.976791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,879.803894,764.636963,104.768768,,,,,,,758.576843,712.204163,116.711983,868.391541,661.673218,124.105736,,,,1046.962036,894.415588,301.129791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,878.451782,763.604736,104.616447,,,,,,,757.588745,711.416260,116.412964,867.309021,660.373291,124.422455,,,,1047.291870,893.765747,300.466248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,877.487793,762.682007,104.541718,,,,,,,756.644531,710.447205,116.085991,866.681458,659.180725,124.462303,,,,1046.896973,893.290894,300.037567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,876.253601,761.628479,104.423248,,,,,,,,,,866.187500,658.220764,124.198082,,,,1045.614014,892.585815,299.840851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,875.300537,760.513550,104.559692,,,,,,,,,,865.547180,656.788391,123.145149,,,,1043.995483,891.840637,299.807495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,873.929443,759.485352,104.909950,,,,,,,,,,864.674133,655.454834,122.939125,,,,1042.737915,891.310913,299.706116,754.273132,706.966431,117.596252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,873.032349,758.553711,104.748810,,,,,,,,,,864.070801,654.360352,122.476768,,,,1042.062622,890.957153,299.380737,753.364502,705.457520,118.416199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,872.411438,757.475220,104.630280,,,,,,,,,,863.594666,652.967773,121.982193,,,,,,,752.686157,704.330872,118.676498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,871.204102,756.414307,104.634750,,,,,,,,,,863.233887,651.693115,121.536369,,,,,,,751.767700,702.980164,119.094299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,869.816162,755.651550,104.968750,,,,,,,,,,863.093384,650.288696,120.821808,,,,,,,750.862610,701.587769,119.773727,1039.697021,889.094421,297.594543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,869.394775,754.614685,104.767662,,,,,,,,,,862.036438,649.146057,120.287300,,,,,,,750.346985,699.720215,120.160210,1039.267822,888.562500,296.773254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,868.619446,753.528076,104.410637,,,,,,,,,,861.211243,648.096497,119.806259,,,,,,,750.061462,697.817627,120.163719,1038.835083,888.008118,296.702667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,867.340820,752.367371,104.470436,,,,,,,,,,860.634644,647.296021,119.403809,,,,,,,749.201050,696.093872,120.029343,1037.971313,887.474182,296.966125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,866.202881,751.533875,104.528023,,,,,,,,,,859.794067,645.825256,118.777214,,,,,,,748.354797,694.317627,119.659294,1036.961304,886.958374,296.664978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,865.638489,750.737976,104.503983,,,,,,,,,,858.689758,644.408508,118.904671,,,,,,,747.840881,692.703552,119.096230,1036.182861,886.542480,296.216125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,865.000000,749.393494,104.017647,,,,,,,,,,857.800171,643.812134,118.436783,,,,,,,747.396912,690.800232,118.535591,1035.707642,886.096191,295.801849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,863.460022,748.484863,104.412094,,,,,,,,,,856.746521,643.280823,117.263847,,,,,,,,,,1035.187866,885.644714,295.677216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,862.417603,748.246460,104.870415,,,,,,,,,,856.016113,641.938232,117.508842,,,,,,,,,,1034.338013,884.930969,296.145660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,862.039795,747.675842,104.358490,,,,,,,,,,854.815247,640.735901,117.981819,,,,,,,,,,1033.348022,884.378601,296.151093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,861.684814,746.392700,103.845497,,,,,,,,,,853.792480,640.688354,117.691154,,,,,,,,,,1032.509766,883.959961,296.009583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,859.655029,745.965149,104.120743,,,,,,,,,,852.557922,640.728394,116.886719,,,,,,,,,,1031.963745,883.706848,295.843414,743.530273,683.892334,117.078346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,857.985962,745.817871,104.354874,,,,,,,,,,851.043762,640.551270,116.513199,,,,,,,,,,1031.613770,883.518982,295.653137,742.837524,683.374817,116.920158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,857.694702,745.666931,104.045395,,,,,,,,,,850.161438,639.883057,117.419167,,,,,,,,,,1031.130005,883.285217,295.545807,742.093811,682.966370,116.488335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,857.286804,745.517578,103.620850,,,,,,,,,,849.104309,639.628662,117.505096,,,,,,,,,,1030.445435,882.927185,295.584045,740.667297,682.599060,115.335503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,856.252441,744.926086,103.836914,,,,,,,,,,848.712708,639.750549,117.565025,,,,,,,,,,1029.572021,882.424072,295.698792,739.513794,681.894348,114.479935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,854.854736,744.537292,104.360962,,,,,,,,,,848.316711,639.612244,117.443222,,,,,,,,,,1028.663574,882.022827,295.791534,739.107178,680.611145,113.959389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,853.807861,744.492371,104.764320,,,,,,,,,,847.372253,639.510803,117.254837,,,,,,,,,,1028.506714,881.625610,295.669800,738.792419,678.688477,112.435471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,853.011536,744.647339,104.810936,,,,,,,,,,846.379272,639.298218,116.629402,,,,,,,,,,1028.426758,881.299316,295.481201,739.234436,676.627319,111.026306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,852.302490,744.642761,104.415062,,,,,,,,,,845.877441,639.160583,116.423927,,,,,,,,,,1028.248291,880.916504,295.204376,738.990356,674.606750,110.056198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,851.744873,744.693359,104.015022,,,,,,,,,,845.505493,638.921692,116.506660,,,,,,,,,,1028.026367,880.589417,295.011200,740.199829,672.165833,109.098656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,850.762817,744.665466,104.036079,,,,,,,,,,845.231934,638.500427,116.622734,,,,,,,,,,1027.410767,880.310120,294.987244,741.528320,669.504150,108.009293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,849.775696,744.659180,104.743454,,,,,,,,,,,,,,,,,,,,,,1026.662598,880.052979,294.950897,742.662964,667.133301,107.808731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,849.089172,744.697266,105.165627,,,,,,,,,,,,,,,,,,,,,,1025.740845,879.761169,294.915375,743.606201,664.746643,107.719124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,848.505066,744.754150,105.398514,,,,,,,,,,,,,,,,,,,,,,1024.838867,879.513306,294.869568,744.888672,662.423584,107.403412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,848.097534,744.821350,105.521698,,,,,,,,,,,,,,,,,,,,,,1024.064697,879.348755,294.413483,746.665771,660.285767,107.354462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,847.518982,744.666321,105.859047,,,,,,,,,,,,,,,,,,,,,,1023.871094,879.102417,294.552094,748.557678,657.762939,107.310989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,847.299011,744.859375,105.634880,,,,,,,,,,,,,,,,,,,,,,1023.690674,878.901855,294.615540,750.729492,655.413452,107.537926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,846.779114,744.859924,105.657433,,,,,,,,,,,,,,,,,,,,,,1023.419373,878.682007,294.575134,752.956970,653.278748,107.156563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,846.222900,744.660461,105.930016,,,,,,,,,,,,,,,,,,,,,,1022.779907,878.385925,294.641296,754.669983,652.516724,106.742546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,845.668274,744.225952,106.306313,,,,,,,,,,,,,,,,,,,,,,1022.057373,878.084167,294.780090,754.692627,652.464722,106.316322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,844.989258,744.160156,106.640144,,,,,,,,,,,,,,,,,,,,,,1021.213806,877.817871,294.813141,753.718689,652.424866,106.272141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,844.201233,744.095215,106.997131,,,,,,,,,,,,,,,,,,,,,,1020.534119,877.560608,294.859802,752.760010,652.302307,106.576958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,843.614868,744.069336,107.322090,,,,,,,,,,,,,,,,,,,,,,1020.061646,877.447876,294.691467,752.439880,652.084717,106.586395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,843.128601,744.133301,107.512489,,,,,,,,,,,,,,,,,,,,,,1019.735596,877.301636,294.486084,752.330261,651.759705,106.498177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,842.512634,744.176331,107.691101,,,,,,,,,,,,,,,,,,,,,,,,,752.083862,651.500977,106.208626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,842.023254,744.607178,108.341583,,,,,,,,,,,,,,,,,,,,,,,,,751.720276,651.329956,106.168503,1018.739014,876.995056,294.568390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,841.302185,744.591858,109.164780,,,,,,,,,,,,,,,,,,,,,,,,,751.287842,651.128052,106.227837,1018.104553,876.843140,294.867523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,840.542603,744.823120,109.093170,,,,,,,,,,,,,,,,,,,,,,,,,750.820190,650.962280,106.139542,1017.103882,876.693542,295.195679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,839.637573,744.592224,109.425194,,,,,,,,,,,,,,,,,,,,,,,,,750.386963,651.018250,106.108109,1016.272644,876.560852,295.451111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,838.830261,744.360657,109.839928,,,,,,,,,,,,,,,,,,,,,,,,,749.953064,651.140503,106.338684,1015.751282,876.494751,295.656433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,838.192261,744.469849,110.084236,,,,,,,,,,,,,,,,,,,,,,,,,749.292786,651.264343,106.681335,1015.796082,876.299377,295.354919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,837.853394,744.703613,110.233673,,,,,,,,,,,,,,,,,,,,,,,,,748.554810,651.290588,107.286629,1015.654114,876.213318,294.921997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,837.458984,744.818726,110.435555,,,,,,,,,,,,,,,,,,,,,,,,,747.587524,651.437012,108.047821,1015.213379,876.262146,294.663666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,836.674866,744.921814,110.517181,,,,,,,,,,,,,,,,,,,,,,,,,746.600342,651.560364,108.741020,1014.426086,876.248108,294.564392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
