Kreis70
Date:,2025/04/24
Time:,13:52:05
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
107,850.218811,739.760681,104.644012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.477783,654.874207,108.837730,,,,,,,1018.540771,881.872192,297.199280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,850.029297,739.427246,104.801781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.654724,654.545898,108.718910,,,,,,,1018.230103,881.858765,296.951660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,849.733032,739.154968,105.024147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.793945,654.225464,108.735794,,,,,,,1017.797913,881.865356,296.894775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,849.535034,738.892273,105.268372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.933044,653.858704,108.731682,,,,,,,1017.286316,881.924622,296.818420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,849.250488,738.693726,105.493141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.069824,653.582642,108.807976,,,,,,,1016.780762,881.963257,296.715515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,848.906250,738.394409,105.926231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.049133,653.225342,108.803833,,,,,,,1016.002197,882.045654,297.036804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,847.886169,738.118164,106.412422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.082886,652.875000,108.749954,,,,,,,1015.122314,881.960388,297.462158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,847.025452,738.065186,107.430824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.069336,652.531250,108.693413,,,,,,,1014.755676,881.638000,297.497406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,846.476807,737.903503,107.867393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.024902,652.302734,108.702148,,,,,,,1014.274658,881.343933,297.408600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,846.283936,737.845093,108.061905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.817688,652.010315,109.372223,,,,,,,1013.555115,881.307678,297.266388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,846.134888,737.719971,108.226746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.427795,651.729980,109.702324,,,,,,,1012.970398,881.312927,296.986938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,845.958374,737.447754,108.475166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.974182,651.495117,110.177025,,,,,,,1012.539185,881.287476,296.705322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,845.639526,737.283997,108.725548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.381775,651.320862,110.712845,,,,,,,1011.868042,881.256531,296.629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,844.984741,737.131897,109.217987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.016479,651.359558,111.302551,,,,,,,1010.749512,881.296936,296.473785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,844.028381,736.909485,109.800247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.395813,651.380981,112.177635,,,,,,,1009.706726,881.184937,296.596741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,842.890259,736.686096,110.416107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.397888,651.288208,113.458649,,,,,,,1009.103638,881.070374,296.881134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,842.210632,736.481567,111.306358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.459167,651.326050,114.503975,,,,,,,1008.355103,881.086426,296.770508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,841.471313,736.772583,112.728188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.159241,651.340271,116.286980,,,,,,,1007.787537,881.197571,296.414734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,840.266418,736.739746,114.037727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.091370,651.540405,117.923668,,,,,,,1007.012756,881.136353,296.226074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,838.817932,736.492371,114.851387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.802979,651.682922,119.517929,,,,,,,1005.831543,880.889587,296.079529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,837.604614,736.003235,115.882942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.279175,651.861267,121.092339,,,,,,,1004.510620,880.731995,296.439087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,836.585876,736.548279,116.811905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.459778,651.994568,123.184166,,,,,,,1003.467773,880.655151,296.781067,979.783997,899.200439,136.147202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,835.019043,736.449829,118.200249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.709534,652.197693,125.513428,,,,,,,1002.783752,880.611816,296.662201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,832.875122,736.041870,120.137863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.650513,652.436768,127.585197,,,,,,,1002.238892,880.295776,296.394196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,831.100464,735.951843,121.773605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.751770,652.576233,129.319229,,,,,,,1001.034546,880.002197,296.361847,,,,975.410645,898.756348,137.525330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,829.031921,735.792358,123.420410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.609497,652.784790,131.937943,,,,,,,999.395203,879.875122,296.683960,,,,973.621948,898.932922,137.680725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,827.163086,736.035583,124.427658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.469482,652.933472,133.948593,,,,,,,998.072083,879.702271,297.029602,,,,972.178528,898.801331,137.702591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,825.104492,736.322571,126.125885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.882751,653.307922,136.411682,,,,,,,997.675842,879.363281,296.907562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,822.482666,736.370361,127.966293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.363403,653.457214,139.394394,,,,,,,996.560669,878.938416,296.796112,,,,,,,968.113708,898.212952,138.943344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,820.132568,736.160522,129.519608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.376404,653.747437,141.534912,,,,,,,995.143433,878.583374,296.687866,,,,,,,966.308350,898.065552,139.337570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,817.305420,736.242981,131.733917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.426575,654.230103,143.889771,,,,,,,994.042725,878.337158,296.506073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,814.432312,736.356323,133.324188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.611084,654.510803,146.150558,,,,,,,992.688721,877.808411,297.028442,,,,,,,,,,962.561462,897.322937,139.090668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,811.706177,736.428162,134.706039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.448914,654.909546,148.615723,,,,,,,990.996948,877.223389,297.474854,,,,,,,,,,959.333374,897.145691,140.056000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,808.603333,736.383240,136.639648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.800537,655.556396,150.707596,,,,,,,989.777039,876.924011,297.387848,,,,,,,,,,957.392639,896.390442,140.707733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,805.769592,736.376831,138.933609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.391663,655.949646,153.382355,,,,,,,988.667786,876.592896,297.248779,,,,,,,,,,954.989807,895.984619,140.764206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,802.349487,736.297424,140.523849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.885925,656.377869,156.179855,,,,,,,986.909424,876.171997,297.256134,,,,,,,,,,952.727295,895.230957,140.703812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,798.927979,736.389587,141.916092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.127258,656.960876,158.678146,,,,,,,985.485535,875.838867,297.850159,,,,,,,,,,949.929016,894.758118,141.541763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,796.026733,736.241882,143.958694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.382568,657.703552,160.769058,,,,,,,984.445740,875.560608,298.426270,,,,,,,,,,947.050049,894.291748,142.291977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,792.186279,736.644653,145.314255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.507507,658.521118,163.410385,,,,,,,982.626099,875.028442,298.472687,,,,,,,,,,944.541565,893.842224,142.369522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,788.727661,736.789001,146.469955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.290222,659.337891,165.628662,,,,,,,981.034119,874.761780,298.382019,,,,,,,,,,941.193909,893.469727,142.987244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,784.998840,736.481140,148.544327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.129272,660.232910,167.654648,,,,,,,979.515869,874.426575,298.725952,,,,,,,,,,938.189026,892.593140,143.581680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,781.235291,736.831909,149.535126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.073059,661.053528,170.205750,,,,,,,977.843079,873.818665,299.417206,,,,,,,,,,935.247070,892.219116,143.956482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,778.019348,736.680298,150.756470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.648193,661.847961,172.331985,,,,,,,976.719971,873.319763,299.523285,,,,,,,,,,932.318970,891.086975,144.344315,757.280640,637.496460,160.132599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,773.529053,736.862732,152.660889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.996399,662.719177,174.156219,,,,,,,975.318298,872.993958,299.818878,,,,,,,,,,929.035828,890.494141,144.969406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,768.709717,736.892761,154.218613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.416504,663.525696,175.753525,,,,,,,972.987244,872.647339,300.120209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,764.179138,737.201416,155.786545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.945313,664.486450,177.818939,,,,,,,971.983826,872.313110,300.320984,,,,,,,,,,,,,,,,922.133057,889.492737,146.520844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,760.510376,737.298157,156.640930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.097900,665.467529,179.369827,,,,,,,970.755676,871.776978,300.749084,,,,,,,,,,,,,,,,918.962219,888.415649,146.766525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,756.260132,737.765137,157.190414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.211243,666.208984,180.654327,,,,,,,968.829346,871.429626,301.668335,,,,,,,,,,,,,,,,915.200745,888.102417,147.516510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,751.776489,738.235474,158.242493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.300171,667.018677,181.793274,,,,,,,967.151611,871.104065,301.643860,,,,,,,,,,,,,,,,912.018372,887.342590,148.090790,727.805420,640.831970,167.966324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,746.446411,738.152771,159.474121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.155212,667.876526,183.073380,,,,,,,965.466431,870.608459,301.782654,,,,,,,,,,,,,,,,908.404236,886.644287,148.773773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,742.244934,738.312256,159.455765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.069092,668.889587,184.100052,,,,,,,963.711975,870.178833,302.428955,,,,,,,,,,,,,,,,904.472534,885.860229,149.605225,,,,717.901733,639.453186,170.329865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,738.239441,738.338135,159.594574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.112427,669.851685,184.563370,,,,,,,961.672485,869.818298,303.281830,,,,,,,,,,,,,,,,901.053650,884.842346,150.476181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,733.807983,738.405518,160.072983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.258423,670.898987,185.258072,,,,,,,960.015015,868.944214,303.876129,,,,,,,,,,,,,,,,897.180115,884.147949,151.258942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,728.590210,738.758179,161.416641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.421326,671.805298,186.031952,,,,,,,958.424011,868.509583,304.184601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,723.720947,738.598572,162.330246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.392517,672.559021,186.733124,,,,,,,955.435120,868.404175,305.124969,,,,,,,,,,,,,,,,,,,,,,,,,889.662048,882.804199,152.612442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,719.087219,738.421814,162.536728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.308594,673.456848,187.287354,,,,,,,953.973999,867.849487,305.645020,,,,,,,,,,,,,,,,,,,,,,,,,886.198364,881.928406,152.807938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,714.708801,738.202637,162.792542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.957825,674.444031,187.752151,,,,,,,952.990295,867.002747,306.198914,,,,,,,,,,,,,,,,,,,,,,,,,882.178833,880.955994,154.031891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,710.821777,738.152100,162.289276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.978882,675.423157,188.307526,,,,,,,950.315125,866.598511,306.554626,,,,,,,,,,,,,,,,,,,,,,,,,878.038147,880.061829,154.798050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,706.443176,738.330322,162.102829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.922302,676.511963,188.915253,,,,,,,948.421753,866.325439,307.004272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
