Kreis70
Date:,2025/04/24
Time:,13:52:05
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
279,536.303406,738.132263,104.928909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.596985,705.855835,101.293297,,,,,,,834.460327,822.723572,322.350830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.009155,832.470886,178.050735,,,,,,,,,,,,,,,
280,536.750305,738.200745,104.804482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.599731,706.003479,101.369438,,,,,,,834.734558,822.631531,322.004395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.998840,832.368591,177.884827,,,,484.453613,650.181030,94.090034,,,,,,,,,
281,536.379761,737.972534,104.736969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.545807,706.035034,101.429695,,,,,,,834.728943,822.629333,321.867249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.041992,832.238525,177.691040,,,,483.832458,651.380371,93.426064,,,,,,,,,
282,536.341980,737.843811,104.745018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.521423,705.973389,101.219719,,,,,,,834.594116,822.649536,321.692688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.040283,832.252075,177.620621,,,,483.542480,651.576477,93.114792,,,,,,,,,
283,536.414734,737.742615,104.723366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.546539,706.059570,101.156807,,,,,,,834.583374,822.655151,321.642792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.073730,832.139771,177.501221,,,,483.755554,650.899841,93.444527,,,,,,,,,
284,536.419556,737.752991,104.634789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.559570,706.075134,101.145790,,,,,,,834.321716,822.802002,321.519043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.133972,832.175720,177.050369,,,,484.166443,649.834656,94.084991,,,,,,,,,
285,536.492676,737.682312,104.616432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.483643,706.138489,101.320992,,,,,,,834.508911,822.687500,321.373566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.196411,832.096863,176.783966,,,,484.421173,649.125305,94.452141,,,,,,,,,
286,536.480347,737.648987,104.483788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.444397,706.139893,101.377449,,,,,,,834.513855,822.755127,321.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.147095,832.074707,176.712662,,,,484.523407,648.802979,94.697144,,,,,,,,,
287,536.512695,737.620239,104.376785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.372314,706.149475,101.307297,,,,,,,834.483154,822.787842,321.163147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.104736,832.085632,176.669083,,,,484.477020,648.825500,94.634590,,,,,,,,,
288,536.551819,737.653503,104.375496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.345490,706.158997,101.232811,,,,,,,834.187317,823.017090,321.190277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.099304,832.090393,176.670181,,,,484.441193,648.990112,94.521599,,,,,,,,,
289,536.546143,737.635376,104.309753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.382263,706.100342,101.098831,,,,,,,834.375793,822.911987,321.099487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.058533,832.085205,176.615952,,,,484.388306,648.994995,94.447800,,,,,,,,,
290,536.566040,737.645813,104.222664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.531891,706.128113,100.856117,,,,,,,834.476685,822.969055,320.980774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.353516,832.118958,176.178131,,,,484.453369,649.066162,94.438461,,,,,,,,,
291,536.903442,737.680725,104.118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.614349,706.143921,100.713341,,,,,,,834.440186,823.124573,320.906860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.685120,832.248047,175.592957,,,,484.555664,649.076233,94.387131,,,,,,,,,
292,536.792419,737.660095,104.128746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.594574,706.151001,100.661415,,,,,,,834.523804,823.224548,320.856750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.874695,832.271484,175.363358,,,,484.519440,648.979919,94.364243,,,,,,,,,
293,536.722107,737.680481,104.161224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.663849,706.282043,100.759216,,,,,,,834.531006,823.342468,320.824982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.910522,832.260803,175.324341,,,,484.571075,648.983276,94.353661,,,,,,,,,
294,536.733459,737.757751,104.165955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.548798,706.283630,100.655930,,,,,,,834.536682,823.449158,320.800354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.914429,832.358154,175.365250,,,,484.712494,648.978882,94.278374,,,,,,,,,
295,536.775269,737.781494,104.123772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.538452,706.273071,100.617828,,,,,,,834.662903,823.560120,320.743439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.047180,832.400452,175.343155,,,,484.860962,649.060852,94.240814,,,,,,,,,
296,536.791199,737.790894,104.075516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.569641,706.426392,100.584656,,,,,,,834.716064,823.702942,320.720947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.146606,832.503540,175.264130,,,,484.970642,649.040405,94.144341,,,,,,,,,
297,536.801636,737.782104,104.059929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.659729,706.438416,100.586403,,,,,,,834.815796,823.906067,320.434174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.142883,832.530823,175.250046,,,,485.035950,648.953369,94.053383,,,,,,,,,
298,536.788025,737.777649,104.012512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.581085,706.436157,100.399948,,,,,,,834.946716,824.000549,320.350830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.111511,832.632141,175.273407,,,,485.208252,648.743713,93.541519,,,,,,,,,
299,536.778564,737.778809,104.057327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.585846,706.440674,100.306839,,,,,,,834.800415,824.223511,320.407562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.107727,832.746704,175.333145,,,,485.261414,648.673035,93.220589,,,,,,,,,
300,536.773804,737.900146,104.061142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.544739,706.445618,100.241951,,,,,,,834.835388,824.337219,320.485901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.014526,832.827332,175.370804,,,,485.381439,648.687622,93.185562,,,,,,,,,
301,536.759888,737.898865,104.038918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.572327,706.461792,100.262650,,,,,,,834.697144,824.490723,320.540436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.976807,832.920898,175.416519,,,,485.275421,648.812317,93.194878,,,,,,,,,
302,536.773193,737.897339,104.096504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.597260,706.471985,100.315826,,,,,,,834.795959,824.586792,320.520142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.785828,833.068848,175.574234,,,,485.233459,648.911804,93.178589,,,,,,,,,
303,536.746460,737.875793,104.102325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.550842,706.454041,100.297371,,,,,,,834.857117,824.719788,320.459595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.660767,833.188721,175.652634,,,,485.141754,649.071167,93.085350,,,,,,,,,
304,536.716736,737.864502,104.056129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.599518,706.469482,100.312363,,,,,,,834.830811,824.838074,320.567200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.782104,833.185669,175.643051,,,,485.237518,649.149658,93.048866,,,,,,,,,
305,536.756531,737.949646,104.118431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.558655,706.453796,100.285316,,,,,,,834.937988,824.979553,320.423126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.671753,833.267761,175.766815,,,,485.349060,649.065247,93.017670,,,,,,,,,
306,536.717712,737.991638,104.079918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.617157,706.459167,100.228210,,,,,,,834.963989,825.039856,320.426117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.528442,833.312622,175.914093,,,,485.437561,648.923462,93.082436,,,,,,,,,
307,536.705933,737.970703,104.081802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.568512,706.461304,100.161873,,,,,,,835.058044,825.092529,320.418274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.482056,833.404053,175.984940,,,,485.451996,648.789124,93.156960,,,,,,,,,
308,536.688293,737.951660,104.133156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.528656,706.377991,100.099533,,,,,,,834.957153,825.356873,320.836426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.377197,833.437195,176.101089,,,,485.438110,648.813538,93.147507,,,,,,,,,
309,536.627441,737.963318,104.164436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.517761,706.354431,100.154259,,,,,,,834.958374,825.260986,320.555237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.395386,833.428711,176.082825,,,,485.421204,648.838562,92.952187,,,,,,,,,
310,536.615967,737.988953,104.142517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.534393,706.369324,100.138023,,,,,,,835.090942,825.274719,320.525024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.213257,833.515137,176.163651,,,,485.501312,649.105774,92.867218,,,,,,,,,
311,536.635620,738.076050,104.127693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.461853,706.372986,100.159798,,,,,,,835.293823,825.272949,320.536285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.195923,833.538879,176.275528,,,,485.550995,649.217285,92.880447,,,,,,,,,
312,536.615417,738.091675,104.155006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.573517,706.352966,99.984917,,,,,,,835.273926,825.275452,320.477600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.083252,833.520813,176.307068,,,,485.573730,649.132019,92.931030,,,,,,,,,
313,536.581543,738.086609,104.177139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.630524,706.339417,99.924820,,,,,,,835.159180,825.271484,320.564362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.013977,833.520569,176.369308,,,,485.559357,648.968567,93.023514,,,,,,,,,
314,536.546082,738.064392,104.128830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.523132,706.374695,100.062782,,,,,,,835.287415,825.320679,320.510773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.929565,833.594910,176.480240,,,,485.592834,648.837158,93.085693,,,,,,,,,
315,536.529053,738.069092,104.142097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.461548,706.352539,100.037025,,,,,,,835.256653,825.347168,320.510956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.842773,833.590027,176.583160,,,,485.569946,648.832703,93.100510,,,,,,,,,
316,536.481445,738.082336,104.112091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.452271,706.359253,99.963615,,,,,,,835.388611,825.301941,320.494049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.784851,833.551208,176.713364,,,,485.525726,648.908447,93.043030,,,,,,,,,
317,536.460388,738.069397,104.090302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.449615,706.368225,99.983223,,,,,,,835.182312,825.352234,320.538422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.766113,833.565002,176.718628,,,,485.495117,648.948669,92.997154,,,,,,,,,
318,536.477356,738.080750,104.102661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.411957,706.369629,99.933456,,,,,,,835.337036,825.301392,320.553711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.580078,833.566711,177.079590,,,,485.533325,648.903015,93.032906,,,,,,,,,
319,536.521973,738.067200,104.129730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.353760,706.375122,99.909279,,,,,,,835.289917,825.341125,320.634766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.610168,833.556641,176.918640,,,,485.576569,648.783203,93.090088,,,,,,,,,
320,536.533997,738.068665,104.133583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.301910,706.483337,99.919579,,,,,,,835.570557,825.313721,320.405273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.647217,833.672180,176.847946,,,,485.683655,648.775269,93.113808,,,,,,,,,
321,536.533936,738.099304,104.148911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.291168,706.500916,99.934227,,,,,,,835.219543,825.486267,320.523956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.636047,833.657959,176.885193,,,,485.720612,648.761169,93.109924,,,,,,,,,
322,536.547180,738.039917,104.233116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.273163,706.594543,99.828156,,,,,,,835.160400,825.477112,320.719849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.739685,833.658813,176.901459,,,,485.674927,648.746704,93.095970,,,,,,,,,
323,536.533508,738.045288,104.200256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.314850,706.708313,99.749237,,,,,,,835.107422,825.619934,320.708710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.531067,833.780334,177.168564,,,,485.672974,648.770020,93.079163,,,,,,,,,
324,536.567261,738.062927,104.162384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.263824,706.663574,99.326118,,,,,,,835.279236,825.617065,320.635040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.701538,833.784119,177.020996,,,,485.311005,648.339844,93.249512,,,,,,,,,
325,536.603638,737.993713,104.187988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.279877,706.738525,99.103195,,,,,,,835.423950,825.706909,320.587128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.801392,833.748047,176.887268,,,,485.543427,648.445190,93.288780,,,,,,,,,
326,536.651306,737.969604,104.236771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.226227,706.856445,99.021057,,,,,,,835.544312,825.723877,320.502411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.866638,833.770264,176.848892,,,,485.697357,648.595764,93.190887,,,,,,,,,
327,536.643616,737.959595,104.197258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.150848,706.874451,99.021240,,,,,,,835.789185,825.804321,320.366455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.934448,833.848572,176.883774,,,,485.817444,648.737000,93.080666,,,,,,,,,
328,536.644897,737.965942,104.230026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.002960,706.893494,98.915817,,,,,,,835.735779,825.944580,320.373962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.911865,833.876648,176.914917,,,,485.799957,648.710205,93.073875,,,,,,,,,
329,536.675964,738.002014,104.148834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.862061,707.007385,98.750916,,,,,,,835.744202,825.980774,320.432007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.958130,833.873779,176.890717,,,,485.793579,648.575867,93.136223,,,,,,,,,
330,536.692444,737.996094,104.101295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.767456,707.045349,98.596169,,,,,,,835.756653,826.068359,320.445862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.950317,833.944824,176.838058,,,,485.451172,648.205750,93.332436,,,,,,,,,
331,536.735107,737.978943,104.174332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.711243,707.073730,98.395164,,,,,,,835.984009,826.056152,320.333496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.039429,833.880981,176.904816,,,,485.695831,648.285278,93.339088,,,,,,,,,
332,536.735657,737.963562,104.181465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.696594,707.081604,98.231659,,,,,,,836.132507,826.140564,320.316864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.103760,833.912598,176.886368,,,,485.525665,648.111389,93.397652,,,,,,,,,
333,536.752747,737.976318,104.183510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.708862,707.169312,98.191010,,,,,,,836.233459,826.134155,320.535675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.409821,648.003845,93.465515,,,,,,,,,
