Kreis70
Date:,2025/04/24
Time:,15:52:58
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
131,,,,786.481384,723.778015,139.510742,1123.014893,763.415710,349.522339,,,,867.966553,631.770325,116.021751,,,,913.558960,721.749512,104.358337,,,,1071.127563,798.536438,180.361084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,785.611816,723.252197,139.902298,1121.940796,763.235168,349.094360,,,,867.028320,631.048218,116.151649,,,,913.199402,720.218506,103.728180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,784.706421,722.486816,139.992416,1121.029785,763.184204,348.914185,,,,865.801880,630.161499,116.366333,,,,912.624756,719.168945,103.475052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,783.637939,721.763184,139.324966,1120.346924,762.980408,348.925690,,,,864.602905,629.132568,116.145332,,,,911.262573,718.652771,103.380211,,,,,,,1068.362427,796.664734,179.635635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,782.743408,721.264404,138.697052,1119.589844,762.543518,349.059174,,,,864.121521,628.386108,116.071182,,,,909.631775,718.111755,103.139297,,,,,,,1067.258301,796.140686,179.322922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,782.201294,720.683167,138.572678,1119.217285,762.214539,349.071808,,,,863.691162,627.695679,115.928474,,,,908.330322,717.169312,102.778053,,,,,,,1066.162842,795.505554,179.019638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,781.608032,719.667175,138.934875,1118.722046,761.809204,349.101013,,,,863.101257,626.770569,115.852356,,,,907.540344,716.206787,103.066261,,,,,,,1064.977661,794.814514,178.748947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,780.689514,718.429993,138.630783,1117.542847,761.659058,348.651611,,,,862.187256,625.694824,115.550613,,,,907.100403,715.362366,102.583527,,,,,,,1064.145630,794.300415,178.440048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,779.791138,717.524292,138.119141,1116.696533,761.366516,348.236786,,,,861.803528,624.348206,114.831070,,,,906.533752,714.700256,101.819054,,,,,,,1063.674072,793.786682,178.018112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,779.124939,716.977478,137.603790,1116.057129,761.115906,347.943604,,,,861.372192,623.543152,113.796715,,,,905.718384,713.808838,101.370537,,,,,,,1063.042725,793.332947,177.547699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,778.580322,716.128296,137.184296,1115.439697,760.893433,347.851288,,,,860.779114,622.717834,113.239952,,,,904.839783,712.879578,101.097672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,777.943420,715.132507,137.086823,1114.669800,760.647217,347.827698,,,,860.083374,622.025818,113.249115,,,,904.256104,712.245728,101.127106,,,,,,,,,,1061.152954,792.094055,177.412109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,777.181519,714.374817,136.925140,1113.862183,760.514099,347.768402,,,,859.346863,621.276001,113.401184,,,,903.734558,711.716125,101.220703,,,,,,,,,,1059.978394,791.751770,176.825241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,776.535278,713.932190,136.476028,1113.220093,760.327698,347.854309,,,,858.796814,620.239563,113.432594,,,,903.653564,710.471130,100.995796,,,,,,,,,,1059.195190,791.396606,176.502136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,776.094116,713.754333,135.534607,1112.611206,760.194824,347.865784,,,,858.189087,619.222168,113.219559,,,,902.727966,709.487732,100.429092,,,,,,,,,,1057.878418,791.167847,176.208542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,775.379028,713.465637,134.928314,1112.139282,759.867981,347.914398,,,,857.661987,618.330688,112.973831,,,,902.047241,708.709961,100.044121,,,,,,,,,,1056.451660,790.838989,176.219162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,774.809937,712.950012,134.458481,1111.476440,759.760071,347.643494,,,,857.145264,617.390503,113.026718,,,,901.022461,708.301025,99.922981,,,,,,,,,,1055.702759,790.473572,176.477829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,774.213806,712.455811,134.133530,1110.756592,759.535828,347.284332,,,,856.161987,616.911743,113.111336,,,,900.318909,707.761536,99.502258,,,,,,,,,,1055.553589,790.095093,175.995636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,773.516846,712.223755,133.948914,1109.970947,759.449585,346.619629,,,,855.348206,616.230286,112.975357,,,,899.891785,707.252686,99.515938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,772.679565,712.018982,133.612228,1109.474609,759.202698,346.836670,,,,854.536621,615.762939,113.073769,,,,899.278748,706.393005,99.298721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,771.944702,711.749756,133.255249,1108.893311,759.064087,346.889557,,,,854.049744,615.043823,112.446045,,,,898.790833,705.632385,98.892982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,771.572327,711.560608,133.049271,1108.452515,758.785095,347.004639,,,,853.602844,614.366516,112.431717,,,,898.431580,705.027100,98.375237,,,,,,,,,,,,,1051.970825,788.325562,175.364685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,771.241333,711.380615,132.812958,1108.032349,758.513000,347.167725,,,,852.440247,614.033813,112.088287,,,,897.858948,704.501831,98.069344,,,,,,,,,,,,,1051.310425,787.958252,175.225479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,771.114014,711.059326,132.707489,1107.225830,758.344543,347.199158,,,,851.670532,613.708923,112.040024,,,,897.223511,703.837524,97.851845,,,,,,,,,,,,,1050.588013,787.811523,174.534622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,770.833313,710.806091,132.602493,1106.624268,758.136108,346.621826,,,,851.455994,613.060608,111.270905,,,,896.654907,703.299194,97.713707,,,,,,,,,,,,,1050.028931,787.577454,174.168152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,770.415466,710.622986,132.594055,1105.982300,757.974548,346.372864,,,,850.712036,612.906128,111.443672,,,,896.530762,702.892700,97.361473,,,,,,,,,,,,,1049.305908,787.248718,174.014648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,769.966858,710.400024,132.419220,1105.170532,757.843262,346.228790,,,,849.925781,612.657898,111.407875,,,,896.208252,702.124084,97.254578,,,,,,,,,,,,,1048.742554,786.751221,174.498856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,769.357666,710.115540,132.352219,1104.562500,757.579407,346.001801,,,,849.121887,612.297668,111.213959,,,,895.753784,701.365845,97.184654,,,,,,,,,,,,,1047.911011,786.367615,174.075409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,768.821716,709.986267,132.043365,1104.075195,757.426697,345.886993,,,,848.257141,611.748047,111.086311,,,,895.498901,700.847412,97.111107,,,,,,,,,,,,,1047.492432,785.874084,173.871521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,768.365356,709.818542,131.810059,1103.263550,757.430908,345.961121,,,,847.447754,611.556458,110.892242,,,,895.529236,700.490906,96.892479,,,,,,,,,,,,,1047.319336,785.475830,173.617004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,768.020569,709.684265,131.746368,1102.624512,757.391296,345.827545,,,,846.884766,611.396301,110.930733,,,,895.308655,700.115112,96.600807,,,,,,,,,,,,,1047.227539,784.915894,173.265411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,767.648010,709.506226,131.729553,1101.994995,757.214905,345.609375,,,,846.661133,610.821106,111.195419,,,,894.872437,699.821777,96.332512,,,,,,,,,,,,,1047.006836,784.455688,172.778061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,767.455627,709.434631,131.642136,1101.352173,757.082092,345.578400,,,,846.154602,610.626160,111.386841,,,,894.311218,699.650818,96.227890,,,,,,,,,,,,,1046.610229,784.046936,172.337723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,767.363220,709.337158,131.565277,1100.855713,756.756714,345.493195,,,,845.330261,610.604004,111.471939,,,,893.573914,699.411255,96.178200,,,,,,,,,,,,,1046.415039,783.560120,172.052567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,767.275330,709.378601,131.581100,1100.289551,756.646851,345.386017,,,,844.438110,610.343811,111.365707,,,,892.902344,699.315857,96.207848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,767.076355,709.534607,131.403702,1099.901245,756.320496,345.285553,,,,843.227051,610.443542,111.424484,,,,892.312866,699.134766,96.249611,,,,,,,,,,,,,,,,1045.082642,783.073181,171.951157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,766.769470,709.747986,131.159241,1099.445435,756.279358,345.272369,,,,841.791321,610.587219,111.485947,,,,892.058167,698.681030,95.693542,,,,,,,,,,,,,,,,1044.411011,783.123413,171.958023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,766.218811,710.091980,130.718414,1099.107178,756.127502,345.093414,,,,841.343018,610.522522,111.324852,,,,892.077881,698.225769,95.615868,,,,,,,,,,,,,,,,1043.753662,783.093384,171.873032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,765.644165,710.371948,130.124619,1098.726929,756.021667,344.916290,,,,840.819214,610.647095,111.198593,,,,891.856262,698.043579,95.530930,,,,,,,,,,,,,,,,1043.299683,783.067444,171.730804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,765.194824,710.685547,129.746155,1097.810669,756.096313,344.576752,,,,839.552002,611.600891,110.685867,,,,891.411255,697.945313,95.538040,,,,,,,,,,,,,,,,1043.004272,782.923340,171.547607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,764.674194,711.026428,129.357468,1097.220581,755.954590,344.204498,,,,837.848877,611.401245,110.554962,,,,890.951294,697.810852,95.453239,,,,,,,,,,,,,,,,1042.462158,782.953308,171.202621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,764.318542,711.254883,129.063904,1096.745972,755.773926,343.928436,,,,836.020203,611.484497,110.397331,,,,890.575256,697.554932,95.011642,,,,,,,,,,,,,,,,1041.906128,782.843811,170.792465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,764.028748,711.298584,128.730087,1096.238281,755.749756,343.655151,,,,835.271301,611.601318,110.313179,,,,890.216064,697.423279,94.690933,,,,,,,,,,,,,,,,1041.626099,782.541077,170.591522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,763.450195,711.189270,128.134979,1096.162476,755.544678,343.639282,,,,834.195313,611.857788,109.577866,,,,889.781738,697.357849,94.579872,,,,,,,,,,,,,,,,1041.233765,782.290527,170.420258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,762.966370,711.009644,127.208504,1095.642944,755.446777,343.582214,,,,833.234741,612.242249,109.237549,,,,889.195374,697.425964,94.402672,,,,,,,,,,,,,,,,1040.759644,782.065247,170.319855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,762.709045,710.514465,126.109398,1095.377930,755.316711,343.477814,,,,831.602539,613.040894,109.342560,,,,889.059937,697.442505,94.088516,,,,,,,,,,,,,,,,1040.607666,782.028809,169.710037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,762.434143,709.730530,125.233902,1095.066895,755.166199,343.535461,,,,830.828857,612.944824,108.946167,,,,888.863037,697.564880,93.569046,,,,,,,,,,,,,,,,1040.397827,781.849731,169.293335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,762.223755,708.636902,124.780060,1094.456421,755.097168,343.649261,,,,830.058899,612.841003,108.518013,,,,888.767700,697.470520,93.295753,,,,,,,,,,,,,,,,1040.142212,781.610657,169.093323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,761.780029,707.775513,124.289093,1094.183105,755.020569,343.529083,,,,829.661377,613.046997,108.181282,,,,888.476013,697.456299,93.197495,,,,,,,,,,,,,,,,1039.929321,781.551636,168.987381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,761.441040,706.513550,123.424660,1093.925293,754.863708,343.298492,,,,829.290161,613.416992,107.831985,,,,888.285461,697.327393,93.189735,,,,,,,,,,,,,,,,1039.783447,781.466492,168.845490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,761.112549,704.934326,122.853363,1093.542603,754.768433,343.214264,,,,828.845093,613.685303,107.184921,,,,888.138794,697.231628,93.127525,,,,,,,,,,,,,,,,1039.639648,781.371704,168.775818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,760.871216,703.481812,122.108376,1093.085083,754.809753,342.814758,,,,828.334778,614.024597,106.805573,,,,887.945374,697.211731,92.968552,,,,,,,,,,,,,,,,1039.547485,781.362610,168.740753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,760.776550,701.847778,121.298111,1092.676270,754.804626,342.667938,,,,827.471252,614.566284,106.473869,,,,887.670898,697.233765,92.817314,,,,,,,,,,,,,,,,1039.325806,781.393311,168.691971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,760.938660,700.454224,120.779510,1091.961670,755.018921,342.671021,,,,826.600281,614.762634,105.860756,,,,887.595947,697.152222,92.654572,,,,,,,,,,,,,,,,1039.126709,781.375244,168.612930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,1091.455688,755.061279,342.669983,,,,826.007629,615.052917,105.703529,,,,887.477905,697.206238,92.586571,,,,,,,,,,,,,,,,1039.219116,781.166992,168.565201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,1091.023682,755.031311,342.717194,,,,825.727173,615.164368,105.467834,,,,887.316589,697.134033,92.642120,,,,,,,,,,,,,,,,1039.439697,780.983826,168.235901,760.348755,698.793213,120.273232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,1090.761841,754.988892,342.654022,,,,825.501648,615.174927,105.373489,,,,887.285522,697.058044,92.695709,,,,,,,,,,,,,,,,,,,760.271729,697.800415,120.390846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,1090.549194,755.027283,342.586273,,,,825.321960,615.290283,105.329597,,,,887.149658,697.062134,92.841751,,,,,,,,,,,,,,,,,,,760.134155,696.920410,120.585899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,1090.288330,755.054504,342.474152,,,,824.921936,615.532959,105.220917,,,,887.052734,697.035889,92.949791,,,,,,,,,,,,,,,,,,,760.375366,695.800903,121.274994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,1090.166626,755.130920,342.428802,,,,824.478210,615.738220,104.994499,,,,886.801941,697.114990,93.006485,,,,,,,,,,,,,,,,,,,760.750671,694.146667,121.304405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,1089.945068,755.142273,342.433868,,,,824.161072,615.873901,104.900658,,,,886.518311,697.170166,93.022049,,,,,,,,,,,,,,,,,,,761.352112,692.902832,121.096931,1038.606567,781.773193,167.898514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,1089.829346,755.178955,342.336731,,,,824.065491,615.914856,105.042709,,,,886.078674,697.711365,93.020828,,,,,,,,,,,,,,,,,,,761.621643,692.091309,120.777481,1037.780151,782.187012,168.278702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,1089.662842,755.261230,342.369995,,,,824.001343,615.799805,105.145065,,,,886.185242,697.560303,93.434021,,,,,,,,,,,,,,,,,,,761.323425,691.262939,120.515800,1037.435669,782.404968,168.441895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,1089.669434,755.216187,342.129028,,,,823.872498,615.737976,105.272781,,,,886.083008,697.454956,93.687988,,,,,,,,,,,,,,,,,,,760.808777,690.286255,120.174850,1037.318604,782.648499,168.533081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,1089.338989,755.327759,342.177521,,,,823.833313,615.779846,105.296043,,,,885.640442,697.929077,93.549400,,,,,,,,,,,,,,,,,,,760.804016,689.308777,119.435860,1037.072021,782.920654,168.530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,1089.066895,755.248108,342.399994,,,,823.719482,615.842346,105.425232,,,,885.655701,697.904236,93.980515,,,,,,,,,,,,,,,,,,,761.372437,688.426208,118.519089,1037.048340,783.277954,168.172913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,1088.840576,755.223816,342.515228,,,,823.588135,615.872925,105.553368,,,,885.812866,697.764954,94.526039,,,,,,,,,,,,,,,,,,,761.824280,687.820801,117.941521,1037.028931,783.527100,168.152512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
