;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;;*54;;;*55;;;*56;;;*57;;;*58;;;*59;;;*60;;;*61;;;*62;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
88;814.860535;746.902954;137.055847;1141.376099;770.191895;359.140656;;;;945.961609;748.936279;111.854019;;;;883.983948;668.108154;117.033195;1109.208008;815.579407;191.716690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;814.219360;745.053772;138.310028;1140.453613;770.172363;358.721161;;;;945.075928;747.858887;112.156059;;;;883.388123;666.352234;117.348122;1108.400879;815.054443;191.586746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;813.860168;743.266785;139.296753;1139.754883;769.985657;358.762848;;;;944.352051;746.765259;111.967476;;;;883.603088;663.960266;117.716850;1107.721436;814.442200;191.540680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;813.237915;741.841431;140.084091;1139.205078;769.800354;358.849579;;;;943.925903;745.086609;111.719780;;;;883.689636;661.675903;118.132706;1106.854248;813.960205;191.324692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;812.298035;740.715698;140.640732;1138.210938;769.748291;358.888397;;;;942.523132;743.631531;113.138771;;;;883.342224;659.793396;118.612961;1105.771118;813.749268;190.971924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;811.500793;738.918823;140.850830;1137.934814;769.514893;358.639008;;;;941.073853;742.449707;113.955872;;;;882.676453;657.907471;119.070076;1104.121216;813.309021;191.014908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;810.861877;737.834656;140.960175;1137.817017;769.231079;358.592041;;;;939.903259;740.980347;113.751831;;;;882.315063;656.228882;119.269135;1102.387817;812.888367;191.081985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;809.848572;737.117004;141.828644;1137.074951;768.994568;358.363251;;;;939.079224;739.945618;113.461998;;;;881.935059;654.470886;118.934242;1101.249756;812.565674;191.131287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;808.795715;736.183838;142.466049;1135.959839;768.826538;357.891205;;;;939.033264;738.347168;113.375099;;;;881.231262;653.153809;119.126892;1100.798096;811.565613;190.823959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;807.702454;735.191345;142.782593;1134.979858;768.688049;357.691772;;;;937.376465;737.139099;114.348068;;;;879.901245;651.885254;119.663452;1099.260620;810.868713;190.323730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;806.494324;734.524963;143.035843;1134.288940;768.534180;357.801086;;;;935.790405;736.020935;114.688133;;;;879.822388;650.302795;120.382256;1097.504395;810.575256;190.461609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;805.605408;733.964722;142.898712;1133.687500;768.240540;357.910522;;;;935.155823;734.837341;114.105316;;;;878.827637;648.949829;121.008293;1095.905273;810.089661;190.412033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;804.516296;733.195740;142.703644;1133.092529;767.885315;358.178192;;;;934.218018;733.401306;113.063904;;;;878.021362;647.487671;120.940292;1094.366821;809.411621;190.102402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;803.420837;732.426392;142.872543;1132.467773;767.613098;358.052155;;;;933.240173;732.352478;112.657654;;;;877.275879;646.342041;121.031654;1093.480591;808.682617;189.388992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;802.293091;731.754700;142.777664;1131.719849;767.247681;357.836334;;;;932.422241;731.225159;112.754761;;;;876.048889;645.535706;121.232483;1093.144653;807.849426;188.599808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;800.897034;731.190002;142.443573;1130.854004;767.027100;357.469421;;;;931.146545;730.149475;112.471985;;;;875.079773;644.315002;121.373779;1091.549683;807.534546;188.365967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;799.886902;730.711548;142.170319;1129.948853;766.880066;357.263428;;;;929.691711;729.082825;112.601753;;;;874.194702;642.903809;121.150154;1089.441528;807.374146;188.350082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;799.147766;730.056274;141.817261;1129.044800;766.705261;357.345612;;;;928.580444;728.274597;112.613434;;;;873.745850;641.449524;120.988625;1087.798828;806.895752;188.334625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;798.071960;729.204041;140.761307;1128.182617;766.588928;357.417877;;;;927.706665;726.941162;112.467682;;;;872.951721;639.980835;120.745186;1086.810913;805.886353;187.971252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;796.689819;728.372314;140.130081;1127.463135;766.405579;357.474823;;;;925.955872;725.854126;112.517830;;;;871.995667;638.752686;120.825676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;795.321228;727.851013;140.001862;1126.612061;766.060974;357.433472;;;;924.265015;725.238037;112.466965;;;;871.075684;637.348877;120.103165;;;;1084.055664;804.573547;187.952774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;794.566345;727.559204;139.964020;1126.111450;765.717529;357.120087;;;;923.158447;724.556030;111.898346;;;;869.977844;636.297668;119.422127;;;;1082.209229;804.220703;187.909500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;793.298950;727.098450;139.638153;1125.461548;765.373657;356.677826;;;;921.962280;723.232300;111.383514;;;;869.013245;635.293640;119.066078;;;;1080.608398;803.824341;187.577576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;791.897217;726.331604;139.199112;1124.382813;765.157593;356.603241;;;;921.074402;722.046387;111.079109;;;;868.053650;634.090820;119.176529;;;;1079.513672;803.251099;187.220520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;791.118713;725.580444;138.812988;1123.425049;764.928772;356.485931;;;;920.434204;720.950073;110.621292;;;;867.206604;633.017395;119.197105;;;;1078.757446;802.493347;186.483475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;790.410339;724.948486;138.347260;1122.509888;764.606445;356.505066;;;;919.386963;719.965820;110.671371;;;;866.286865;632.010254;118.845337;;;;1077.579102;801.596375;185.923630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;789.173218;724.453796;138.069244;1121.501587;764.374878;356.655731;;;;918.220032;718.845093;110.739258;;;;865.294617;631.155762;118.828598;;;;1076.415405;801.203796;185.683762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;788.101929;723.818665;138.155106;1120.857910;764.041199;356.482849;;;;917.373352;718.021301;110.778587;;;;864.354492;630.075928;118.832878;;;;1075.068115;800.924316;185.395493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;;;;1120.278320;763.774414;356.192017;;;;916.652832;717.203003;110.280884;;;;864.034119;628.994812;119.026436;;;;1073.821777;800.536011;185.115067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;;;;1119.767944;763.393494;356.072906;;;;915.354614;716.192566;109.470909;;;;863.805115;627.945557;118.347183;;;;1072.765503;799.902527;184.705627;786.783875;722.898254;137.771011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;;;;1118.836304;763.176880;355.783234;;;;913.880188;715.215759;109.447357;;;;863.177429;627.047546;118.258232;;;;1072.102661;799.133362;184.390350;785.786987;722.234070;137.205139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;;;;1117.872681;763.006226;355.665680;;;;913.159180;714.694946;109.384125;;;;862.388611;625.948547;118.638443;;;;;;;784.776062;721.531067;136.998062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;;;;1117.035645;762.857849;355.961060;;;;912.470642;714.182739;109.067955;;;;861.990295;624.884949;119.144089;;;;;;;784.138367;721.069519;136.827942;1068.431885;797.962341;184.969528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;;;;1116.144897;762.713562;355.942169;;;;911.260010;713.234375;108.647331;;;;861.433044;624.111694;119.253128;;;;;;;783.412048;720.698975;136.805954;1067.360474;797.923706;184.263214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;;;;1115.398560;762.549866;355.855042;;;;910.429321;712.323364;108.310715;;;;860.664551;623.249695;119.166847;;;;;;;782.625122;720.219849;136.749374;1066.461060;797.549194;184.005325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;;;;1114.747437;762.153259;355.526550;;;;909.714478;711.597290;107.853683;;;;859.738586;622.533997;118.825378;;;;;;;781.793457;719.677979;136.765564;1065.339844;797.163513;183.963074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;;;;1113.939697;761.796692;355.271820;;;;909.080017;711.028015;107.534348;;;;858.834167;621.580078;118.852028;;;;;;;780.979187;718.945984;136.302933;1064.210938;796.251038;183.924744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;;;;1113.146240;761.596130;355.079468;;;;908.012085;710.447571;107.955856;;;;858.408020;620.726379;118.946953;;;;;;;780.227112;718.280518;135.807983;1063.556763;795.480469;183.651154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;;;;1112.447998;761.381775;355.082428;;;;906.848328;709.565674;108.323387;;;;858.214050;620.085571;118.992470;;;;;;;779.622070;717.804932;135.469162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;;;;1111.763794;761.163696;355.237793;;;;906.320251;708.487244;108.438820;;;;857.705261;619.289734;119.046112;;;;;;;779.115784;717.470520;135.117508;;;;1061.833130;794.653870;183.063675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;;;;1110.660034;761.062317;355.439331;;;;905.767517;707.863892;108.117500;;;;856.655457;618.441711;118.987801;;;;;;;778.616028;717.063538;134.709137;;;;1060.834839;794.210876;182.485886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;;;;1110.137573;760.870422;355.101837;;;;905.524292;707.298096;107.643860;;;;855.763367;617.860718;118.954185;;;;;;;777.776611;716.557068;134.237015;;;;1059.885986;793.851990;182.503860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;;;;1109.089600;760.636963;355.013306;;;;904.889404;706.479858;106.878342;;;;854.873047;617.138184;118.494659;;;;;;;776.818848;715.890442;133.741913;;;;1059.094727;793.618835;182.407104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;;;;1108.473267;760.444946;354.866150;;;;904.002197;705.542297;106.863434;;;;854.642029;616.458496;118.409027;;;;;;;776.094971;715.231262;133.340439;;;;1058.496948;793.372009;182.214661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;;;;1107.895264;760.118591;354.325073;;;;903.256836;704.850342;107.043381;;;;854.138184;615.814758;118.126160;;;;;;;775.614990;714.821594;132.995834;;;;1057.812866;793.018860;181.671951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;;;;1107.443359;759.924805;354.183075;;;;902.845764;704.176636;106.574677;;;;853.198120;615.191223;117.876053;;;;;;;775.297791;714.461731;132.728683;;;;1057.011230;792.477539;181.438538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;;;;1107.114136;759.803345;354.379852;;;;902.411743;703.786438;106.103897;;;;851.870605;614.928162;117.578865;;;;;;;775.141296;714.220276;132.635788;;;;1056.115356;792.058533;181.390411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;;;;1106.354980;759.763306;354.518097;;;;901.834961;703.284668;105.514259;;;;851.459717;614.458984;117.176910;;;;;;;774.478027;713.965332;132.491135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;;;;1105.363525;759.784485;354.405426;;;;901.446777;702.731995;105.271652;;;;851.139709;614.014343;117.103020;;;;;;;773.846436;713.746216;132.500809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;;;;1104.438110;759.644653;354.270844;;;;900.901855;702.089966;105.092247;;;;850.458496;613.615723;116.990181;;;;;;;773.309570;713.459473;132.566452;;;;;;;1054.168335;791.277649;180.686142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;;;;1103.655518;759.447021;354.093811;;;;900.223572;701.376038;104.936508;;;;849.656982;613.208252;116.806023;;;;;;;772.781555;713.149536;132.683731;;;;;;;1053.190918;791.113831;180.570038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;;;;1103.067017;759.241882;353.872040;;;;899.894897;700.749939;104.845245;;;;848.615234;612.869751;116.084419;;;;;;;772.295837;712.723450;132.588089;;;;;;;1052.333008;790.869690;180.402695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;;;;1102.632446;759.115295;353.766388;;;;899.806580;700.274841;104.686279;;;;847.864441;612.453064;115.708893;;;;;;;771.746826;712.163025;132.779785;;;;;;;1051.620850;790.612915;180.229401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
