;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
41;871.728760;773.459045;109.383072;;;;;;;;;;861.921631;667.947266;126.172264;;;;;;;;;;;;;;;;1054.741943;911.348022;304.659241;752.086914;715.801758;119.666130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;871.313232;772.087402;108.606926;;;;;;;;;;861.830994;666.654785;125.276924;;;;;;;;;;;;;;;;1053.949951;910.076843;304.545227;751.937134;713.593811;118.556389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;870.319885;770.731689;108.414452;;;;;;;;;;861.337097;664.716797;123.869568;;;;;;;;;;;;;;;;1053.695068;909.178040;304.284424;751.427979;711.812622;117.412460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;869.200317;769.059265;108.483177;;;;;;;;;;860.606506;663.301758;123.221359;;;;;;;;;;;;;;;;1053.356323;908.144470;303.884186;750.629028;710.068115;117.018761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;868.494751;768.100769;107.881912;;;;;;;;;;860.268738;662.050293;122.547272;;;;;;;;;;;;;;;;1052.620605;906.876587;303.858826;749.843140;708.599792;117.297585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;868.544006;766.944946;107.366318;;;;;;;;;;859.791199;660.386475;121.276932;;;;;;;;;;;;;;;;1051.767090;905.792297;303.902069;749.004578;707.011536;117.396614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;867.885864;765.098694;107.184303;;;;;;;;;;859.361816;659.237244;120.350426;;;;;;;;;;;;;;;;1051.145874;904.930237;303.735199;748.384888;705.513916;117.125145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;866.915222;763.708008;107.003395;;;;;;;;;;858.505554;657.714539;120.628853;;;;;;;;;;;;;;;;1051.520386;903.723145;303.274506;747.865112;704.332458;116.730316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;865.961243;762.528137;106.966187;;;;;;;;;;857.256653;656.287659;120.685432;;;;;;;;;;;;;;;;1051.292969;902.528625;302.906555;747.145020;703.177002;116.526405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;865.608826;761.158997;107.089539;;;;;;;;;;856.607605;655.161316;119.907906;;;;;;;;;;;;;;;;1050.554077;901.470825;302.959412;746.036560;702.119263;116.201187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;864.895325;759.819519;106.418419;;;;;;;;;;855.783203;653.979858;119.512825;;;;;;;;;;;;;;;;1049.734009;900.489868;303.053589;745.154541;701.432800;116.515457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;863.766968;758.708069;106.972237;;;;;;;;;;854.684692;652.750183;119.780998;;;;;;;;;;;;;;;;1049.231079;899.472656;302.656281;744.263977;700.461548;116.646210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;862.981750;757.638000;107.143089;;;;;;;;;;853.717041;651.828064;119.822342;;;;;;;;;;;;;;;;1049.034180;898.594971;302.253296;743.674011;699.339783;116.595184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;862.928345;756.780579;106.766495;;;;;;;;;;852.689148;650.789734;119.989037;;;;;;;;;;;;;;;;1048.593506;897.754456;301.831848;742.821411;698.301941;116.435905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;862.466980;755.841919;106.472168;;;;;;;;;;852.028137;649.774231;120.073563;;;;;;;;;;;;;;;;1047.890137;896.711243;301.834473;741.834351;697.617737;116.268059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;861.212769;754.596191;106.544853;;;;;;;;;;851.423462;648.978699;120.728706;;;;;;;;;;;;;;;;1046.901245;895.618958;301.950623;741.397278;696.416016;115.592644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;860.152039;753.589661;106.405403;;;;;;;;;;851.038391;648.108276;120.487381;;;;;;;;;;;;;;;;1046.705811;894.675659;301.709808;740.996033;695.233215;115.239983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;859.726318;753.036255;106.120712;;;;;;;;;;850.823120;647.399780;120.440582;;;;;;;;;;;;;;;;1046.742676;893.847778;301.306458;740.495483;694.398193;115.184486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;859.235413;752.315491;105.921776;;;;;;;;;;850.375549;646.657104;120.571632;;;;;;;;;;;;;;;;1046.581909;892.950989;301.122681;739.838318;693.145874;115.132538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;858.870789;751.027161;106.009125;;;;;;;;;;849.723267;645.697998;120.631882;;;;;;;;;;;;;;;;1046.029175;891.775024;301.253204;739.449097;691.764404;115.101959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;857.960693;749.727966;106.139656;;;;;;;;;;848.882935;645.029114;120.635078;;;;;;;;;;;;;;;;1045.217163;890.783813;301.441071;738.893616;690.537415;114.723518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;857.213379;749.073975;106.061264;;;;;;;;;;848.196228;644.547180;120.800964;;;;;;;;;;;;;;;;1044.709106;889.971375;301.459961;738.561951;688.910217;114.744072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;856.807983;748.583313;105.589310;;;;;;;;;;847.748291;644.133179;121.175316;;;;;;;;;;;;;;;;1044.436279;889.035278;301.056854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;856.271179;747.968567;105.021194;;;;;;;;;;847.131775;643.891602;121.515007;;;;;;;;;;;;;;;;1044.162476;888.044800;300.652161;;;;738.486572;685.395874;114.264771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;855.977356;747.265442;104.547813;;;;;;;;;;847.470337;643.617737;120.145973;;;;;;;;;;;;;;;;1043.545410;887.088684;300.967926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;855.317017;746.219727;104.034554;;;;;;;;;;847.496216;643.299683;119.306458;;;;;;;;;;;;;;;;1043.068237;886.151611;301.159546;;;;;;;737.792419;682.153625;114.047882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;854.562500;745.536743;104.287949;;;;;;;;;;846.842957;643.019470;118.894836;;;;;;;;;;;;;;;;1042.504639;885.208984;300.862152;;;;;;;738.338379;680.278442;113.942070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;853.803772;745.179077;104.457466;;;;;;;;;;845.902588;642.852600;118.284477;;;;;;;;;;;;;;;;1042.034424;884.375122;300.684174;;;;;;;739.243835;678.139832;113.130188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;853.538208;744.851135;104.264130;;;;;;;;;;845.166016;642.716309;118.247238;;;;;;;;;;;;;;;;1041.690552;883.645630;300.509430;;;;;;;740.186218;675.985535;112.405251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;853.209412;744.645874;103.007072;;;;;;;;;;844.724304;642.468567;118.674713;;;;;;;;;;;;;;;;1041.329590;883.012024;300.426971;;;;;;;739.953918;674.280640;112.173737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;853.065979;743.979736;102.300507;;;;;;;;;;844.763184;641.893311;118.660294;;;;;;;;;;;;;;;;1041.026855;882.401855;300.126953;;;;;;;740.771667;672.042297;112.072151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;852.752563;743.496704;101.817719;;;;;;;;;;844.737488;640.922241;118.604698;;;;;;;;;;;;;;;;1040.504028;881.576721;300.356720;;;;;;;741.488342;669.721802;110.905685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;852.170654;743.055115;101.924950;;;;;;;;;;844.620544;640.037354;118.735840;;;;;;;;;;;;;;;;1040.209106;880.508240;300.231506;;;;;;;742.337402;667.924255;109.940697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;851.714478;742.594177;102.009773;;;;;;;;;;844.552551;639.462769;118.799049;;;;;;;;;;;;;;;;1039.538818;879.939270;300.326233;;;;;;;743.112366;666.015503;109.016144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;851.047058;742.127319;101.908653;;;;;;;;;;844.763794;639.229370;118.659348;;;;;;;;;;;;;;;;1039.159668;879.553162;300.418915;;;;;;;743.584106;664.440979;108.007278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;850.483948;741.704773;101.703026;;;;;;;;;;844.467712;638.651062;118.643349;;;;;;;;;;;;;;;;1039.418823;878.977478;300.145966;;;;;;;743.888733;663.201965;107.470802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;850.258545;741.416199;101.663902;;;;;;;;;;;;;;;;;;;;;;;;;;;;1039.208862;878.689026;299.936890;;;;;;;744.270630;662.023010;107.216362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;850.418457;741.216736;101.458221;;;;;;;;;;;;;;;;;;;;;;;;;;;;1039.027588;878.217957;299.991638;;;;;;;744.618225;660.940125;106.626526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;850.496643;740.904541;101.319405;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.682373;877.753235;299.811798;;;;;;;745.507629;659.963928;106.070053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;850.418884;740.492188;101.345963;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.579956;877.290833;299.720001;;;;;;;746.450684;658.704895;105.688713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;850.314392;740.104370;101.360031;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.445435;876.838501;299.697144;;;;;;;747.644958;657.582642;105.637199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;850.421082;739.814819;101.068008;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.440308;876.471191;299.599030;;;;;;;748.514160;656.630188;105.286415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;850.398804;739.576904;100.718544;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.436401;876.114990;299.477600;;;;;;;749.081909;656.105530;104.938965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;850.164490;739.437012;100.417099;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.348999;875.816589;299.555878;;;;;;;749.295715;655.782288;104.796097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;849.894897;739.277649;100.486122;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.237671;875.579468;299.663086;;;;;;;749.371338;655.455078;104.774796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;849.543945;739.116943;100.498787;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.408691;875.237854;299.524200;;;;;;;749.671753;655.015320;104.484390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;848.975159;739.126221;100.698456;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.615356;874.996399;299.625946;;;;;;;749.801086;654.660400;104.379211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;848.623962;738.967102;100.563446;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.588623;874.773926;299.682617;;;;;;;749.904663;654.414917;104.171577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;848.371338;738.877258;100.554245;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.336548;874.537842;299.648529;;;;;;;749.957092;654.392273;104.123901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;848.097290;738.783813;100.668182;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.208374;874.317627;299.598969;;;;;;;749.881226;654.325195;104.032814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;847.601868;738.682251;101.072449;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.231689;874.067688;299.611237;;;;;;;749.846436;654.210938;104.019104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;847.065063;738.715942;101.446793;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.151489;873.815369;299.601837;;;;;;;749.688293;654.223206;103.992554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;846.734375;738.721558;101.784645;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.109497;873.493530;299.590607;;;;;;;749.510986;654.244263;103.962456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;846.592285;738.601074;101.936287;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.094238;873.277771;299.547119;;;;;;;749.344055;654.240051;104.155693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;846.772522;738.507141;101.984596;;;;;;;;;;;;;;;;;;;;;;;;;;;;1038.045532;872.969543;299.565308;;;;;;;749.310242;654.221680;104.238159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;846.528992;738.420044;102.037430;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.956787;872.722229;299.530457;;;;;;;749.171875;654.215332;104.262154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;846.358948;738.359680;102.269173;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.943115;872.523560;299.505310;;;;;;;749.041138;654.146301;104.349213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;846.221680;738.272827;102.436989;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.849487;872.314514;299.400238;;;;;;;748.946289;654.111633;104.370766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;846.239319;738.232117;102.537987;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.786255;872.160889;299.058563;;;;;;;748.757935;654.054749;104.298683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;846.204102;738.154724;102.606819;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.809692;872.040710;298.945465;;;;;;;748.681824;654.046143;104.391380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;846.159973;738.123413;102.691872;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.708862;871.846680;298.927856;;;;;;;748.546143;653.966919;104.448242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;846.127197;738.119019;102.779472;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.586670;871.718323;298.941956;;;;;;;748.509033;653.947021;104.474213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;846.233154;738.173462;102.859512;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.403687;871.624329;298.940277;;;;;;;748.411682;653.967651;104.586357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;846.222778;738.203613;102.960236;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037.142822;871.491089;299.049133;;;;;;;748.386780;653.961853;104.745506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;846.232666;738.329041;103.043427;;;;;;;;;;;;;;;;;;;;;;;;;;;;1036.807373;871.272644;299.143097;;;;;;;748.111267;654.016418;105.188484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
