;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
106;846.040527;738.368469;103.203133;;;;;;;;;;;;;;;;;;;;;;;;;;;;1036.396851;871.019592;299.309692;;;;;;;747.798523;654.017090;105.486206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;845.896545;738.374878;103.425438;;;;;;;;;;;;;;;;;;;;;;;;;;;;1035.904175;870.757385;299.467133;;;;;;;747.503845;654.012939;105.631477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;845.768250;738.385315;103.550827;;;;;;;;;;;;;;;;;;;;;;;;;;;;1035.338013;870.496948;299.552002;;;;;;;747.211121;654.118408;105.694450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;845.485596;738.560364;103.865616;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034.877808;870.247803;299.658478;;;;;;;747.102478;654.174438;105.557541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;845.240356;738.737427;104.240501;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034.438477;870.116272;299.645386;;;;;;;746.860962;654.315491;105.608765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;844.994507;738.841553;104.619301;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034.170166;869.827637;299.563538;;;;;;;746.532715;654.581543;106.260048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;844.715698;739.084656;105.191513;;;;;;;;;;;;;;;;;;;;;;;;;;;;1034.004272;869.602661;299.466278;;;;;;;745.951294;654.987305;106.949821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;843.664856;739.139832;106.102898;;;;;;;;;;;;;;;;;;;;;;;;;;;;1033.876343;869.422119;299.376373;;;;;;;745.469788;655.419495;107.742722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;842.874939;739.420471;106.824387;;;;;;;;;;;;;;;;;;;;;;;;;;;;1033.664429;869.312622;299.419098;;;;;;;744.813293;655.757690;108.494423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;842.117798;739.630554;107.270302;;;;;;;;;;;;;;;;;;;;;;;;;;;;1033.461792;869.048340;299.327606;;;;;;;743.741943;656.385803;109.249969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;841.315735;739.725464;107.640007;;;;;;;;;;;;;;;;;;;;;;;;;;;;1033.004883;868.833618;299.482391;;;;;;;742.765686;656.926758;110.291771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;840.639465;739.959717;108.643631;;;;;;;;;;;;;;;;;;;;;;;;;;;;1032.231201;868.685120;299.555115;;;;;;;741.665100;657.570679;111.516106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;839.823364;740.432617;109.683899;;;;;;;;;;;;;;;;;;;;;;;;;;;;1031.255127;868.545715;299.626221;;;;;;;740.387573;658.195190;112.819962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;838.899536;741.052734;111.004234;;;;;;;;;;;;;;;;;;;;;;;;;;;;1030.160278;868.494080;299.818573;;;;;;;739.089539;658.715393;114.067207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;837.461365;741.352234;112.048500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1029.317261;868.367188;299.715881;;;;;;;737.976929;659.355713;115.716667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;835.797791;741.489929;113.312576;;;;;;;;;;;;;;;;;;;;;;;;;;;;1028.855347;868.287842;299.624207;;;;;;;736.112122;660.162170;117.812767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;834.462463;741.746094;114.149399;;;;;;;;;;;;;;;;;;;;;;;;;;;;1028.498169;868.223083;299.608673;;;;;;;734.409119;660.624817;119.542313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;833.609253;742.539734;115.176033;;;;;;;;;;;;;;;;;;;;;;;;;;;;1028.208496;867.908325;299.608276;;;;;;;732.741455;661.288696;121.319695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;831.971985;742.823364;116.403000;;;;;;;;;;;;;;;;;;;;;;;;;;;;1027.458740;867.553894;299.823425;;;;;;;730.972168;662.025574;123.294632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;829.642395;742.844666;118.097038;;;;;;;;;;;;;;;;;;;;;;;;;;;;1026.425049;867.366211;300.039032;;;;;;;729.000366;662.446594;125.140793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;827.951416;743.233826;119.624161;;;;;;;;;;;;;;;;;;;;;;;;;;;;1025.704834;867.208618;300.190094;;;;;;;726.891113;663.027649;127.800392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;825.981506;743.233398;121.536034;;;;;;;;;;;;;;;;;;;;;;;;;;;;1024.673584;867.122253;300.013824;;;;;;;724.707703;663.551697;129.856232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;823.614380;743.484924;123.223984;;;;;;;;;;;;;;;;;;;;;;;;;;;;1023.610107;866.954041;300.107971;;;;;;;722.343872;664.111023;131.726898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;821.617676;743.813049;124.798645;;;;;;;;;;;;;;;;;;;;;;;;;;;;1022.262939;866.646851;300.416931;;;;;;;719.666260;664.717651;134.314240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;819.137634;743.943909;126.583481;;;;;;;;;;;;;;;;;;;;;;;;;;;;1021.110168;866.362915;300.734436;;;;;;;717.129150;664.998840;136.745605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;816.613342;744.039185;129.228882;;;;;;;;;;;;;;;;;;;;;;;;;;;;1020.391785;866.173767;300.936096;;;;;;;714.183289;665.625244;139.024887;798.132751;649.316650;150.378662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;813.881531;744.074036;130.969849;;;;;;;;;;;;;;;;;;;;;;;;;;;;1019.497009;865.761780;301.240601;;;;;;;711.216614;666.146057;141.177521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;811.180481;744.249756;132.686646;;;;;;;;;;;;;;;;;;;;;;;;;;;;1017.710449;865.348572;301.390961;;;;;;;708.231689;666.458557;143.766220;;;;792.200562;648.763489;152.739105;975.150513;885.312195;142.608261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;808.410217;744.342712;134.375153;;;;;;;;;;;;;;;;;;;;;;;;;;;;1016.338135;865.139648;301.786743;;;;;;;704.957642;667.045349;146.399261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;805.156494;744.141418;136.983521;;;;;;;;;;;;;;;;;;;;;;;;;;;;1015.354248;864.909241;301.892487;;;;;;;701.239075;667.690552;148.905731;;;;;;;;;;970.803040;884.283691;143.698715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;802.340027;743.996582;138.755905;;;;;;;;;;;;;;;;;;;;;;;;;;;;1013.890137;864.414673;302.295502;;;;;;;697.734253;668.241455;151.250687;;;;;;;;;;;;;782.102661;646.859131;159.878342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;798.933533;744.140686;140.683914;;;;;;;;;;;;;;;;;;;;;;;;;;;;1012.131287;864.093018;302.605164;;;;;;;694.538086;668.603271;153.708176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;795.725159;744.100342;142.542999;;;;;;;;;;;;;;;;;;;;;;;;;;;;1011.190186;863.854858;303.145142;;;;;;;690.953552;669.218811;155.981003;;;;;;;;;;;;;;;;774.391296;647.101013;163.017975;961.620239;883.285950;146.200409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;792.211914;744.226257;144.067078;;;;;;;;;;;;;;;;;;;;;;;;;;;;1009.594421;863.454407;303.674713;;;;;;;687.064758;669.616028;158.107071;;;;;;;;;;;;;;;;770.713257;648.051758;164.661377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;788.918274;743.947021;146.117584;;;;;;;;;;;;;;;;;;;;;;;;;;;;1007.780457;863.080627;303.876282;;;;;;;682.845398;670.288574;160.724854;;;;;;;;;;;;;;;;;;;;;;955.773865;882.705811;147.484619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;784.767761;744.140564;148.175964;;;;;;;;;;;;;;;;;;;;;;;;;;;;1006.017822;862.764893;303.830597;;;;;;;678.675964;670.845764;163.027435;;;;;;;;;;;;;;;;;;;;;;953.329041;881.757202;147.955612;762.626282;648.682556;166.594879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;780.680603;744.156921;149.685486;;;;;;;;;;;;;;;;;;;;;;;;;;;;1004.354309;862.271362;304.594177;;;;;;;674.651367;671.514954;164.850220;;;;;;;;;;;;;;;;;;;;;;949.859924;881.583557;149.075058;757.855835;648.150574;170.116104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;776.979370;744.240173;151.101273;;;;;;;;;;;;;;;;;;;;;;;;;;;;1002.984863;861.770569;305.234589;;;;;;;670.114136;672.063293;166.764114;;;;;;;;;;;;;;;;;;;;;;946.627991;881.046875;149.726654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;773.769470;744.019653;152.024857;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000.981201;861.300598;305.702393;;;;;;;665.560120;672.667908;168.795197;;;;;;;;;;;;;;;;;;;;;;943.278015;880.512268;150.420837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;769.028931;744.592896;153.746262;;;;;;;;;;;;;;;;;;;;;;;;;;;;998.770813;860.795654;306.307922;;;;;;;660.767700;673.159912;170.408691;;;;;;;;;;;;;;;;;;;;;;939.304260;879.729492;151.468155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;764.627441;744.624634;154.935135;;;;;;;;;;;;;;;;;;;;;;;;;;;;997.231934;860.416504;306.616486;;;;;;;655.951050;673.807617;171.821823;;;;;;;;;;;;;;;;;;;;;;935.917419;879.063843;152.394806;;;;739.377258;648.904846;174.659195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;759.853027;744.394470;156.086029;;;;;;;;;;;;;;;;;;;;;;;;;;;;995.407104;859.779968;307.573212;;;;;;;651.064270;674.364868;172.955750;;;;;;;;;;;;;;;;;;;;;;931.853577;878.623169;153.471436;;;;733.869751;648.031860;177.262741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;755.483215;744.125854;157.191010;;;;;;;;;;;;;;;;;;;;;;;;;;;;993.493469;859.337708;308.291016;;;;;;;646.226257;674.831360;173.944305;;;;;;;;;;;;;;;;;;;;;;928.543884;877.588928;154.534286;;;;729.249512;648.227417;178.558182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;750.276917;744.657227;158.676529;;;;;;;;;;;;;;;;;;;;;;;;;;;;991.321167;858.912354;308.700134;;;;;;;641.315186;675.443726;174.317337;;;;;;;;;;;;;;;;;;;;;;924.104736;877.324890;155.360809;;;;724.778137;648.196106;179.350998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;745.503357;744.880249;159.421646;;;;;;;;;;;;;;;;;;;;;;;;;;;;989.276062;858.431213;309.020325;;;;;;;636.188782;676.144043;175.114288;;;;;;;;;;;;;;;;;;;;;;920.129883;876.425293;156.638046;;;;719.765076;648.697693;180.844772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;740.539734;744.960449;160.615463;;;;;;;;;;;;;;;;;;;;;;;;;;;;987.372559;857.904663;309.637970;;;;;;;630.672363;676.904846;176.206238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;736.043945;744.892273;161.041702;;;;;;;;;;;;;;;;;;;;;;;;;;;;985.544922;857.211792;310.416229;;;;;;;625.202026;677.566223;177.111847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;912.271057;874.656921;158.218948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;731.707214;744.575867;161.215103;;;;;;;;;;;;;;;;;;;;;;;;;;;;983.635925;856.710327;310.792328;;;;;;;620.005615;678.292725;177.532669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;908.778992;873.617310;159.191650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;726.388123;744.643982;161.419708;;;;;;;;;;;;;;;;;;;;;;;;;;;;981.092163;856.235901;311.277893;;;;;;;615.013306;679.170532;177.428818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;904.584839;872.989746;159.862701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;721.593689;744.745300;161.680206;;;;;;;;;;;;;;;;;;;;;;;;;;;;979.382446;855.562439;312.092041;;;;;;;609.919128;679.810913;177.612259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900.086853;872.151794;161.329605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;716.506348;744.736633;162.494293;;;;;;;;;;;;;;;;;;;;;;;;;;;;977.384888;854.823853;312.797607;;;;;;;604.494263;680.547363;178.145874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;711.875977;744.473450;162.771576;;;;;;;;;;;;;;;;;;;;;;;;;;;;975.096558;854.186890;313.398010;;;;;;;599.391785;681.359314;178.064896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;891.843201;869.961365;163.186707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;707.753235;744.004395;162.954636;;;;;;;;;;;;;;;;;;;;;;;;;;;;972.734863;853.340027;314.211121;;;;;;;594.298706;682.169128;178.427734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887.429688;869.289490;164.094818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;703.574097;743.903809;162.226410;;;;;;;;;;;;;;;;;;;;;;;;;;;;970.498657;852.617737;314.433044;;;;;;;588.870178;682.832092;178.829498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;883.642395;867.952515;165.144882;669.712952;650.260376;180.775345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;698.705139;743.901855;162.239197;;;;;;;;;;;;;;;;;;;;;;;;;;;;968.289429;851.885559;315.837677;;;;;;;583.796021;683.746216;178.460327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;879.110596;867.105286;166.597046;664.069824;650.243652;179.875320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;693.551086;743.907532;162.664429;;;;;;;;;;;;;;;;;;;;;;;;;;;;966.228760;851.311462;316.132446;;;;;;;578.613037;684.393188;178.152267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;874.866455;865.820007;167.887283;658.685974;650.198669;178.940445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;688.691895;743.522034;162.891998;;;;;;;;;;;;;;;;;;;;;;;;;;;;963.442871;850.592224;316.545837;;;;;;;573.496582;685.154175;178.211136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;870.414856;864.958862;169.363602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;684.053650;743.636292;162.166565;;;;;;;;;;;;;;;;;;;;;;;;;;;;961.260193;849.750610;317.609283;;;;;;;568.611206;686.020386;177.551544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;866.464783;863.875488;170.359299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;679.040161;744.299011;162.214706;;;;;;;;;;;;;;;;;;;;;;;;;;;;958.947937;848.840027;318.234741;;;;;;;563.414124;686.602722;176.939377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;863.030029;862.519409;171.400528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;674.600281;744.651794;162.052536;;;;;;;;;;;;;;;;;;;;;;;;;;;;956.364197;848.254150;318.686493;;;;;;;558.682251;687.160461;176.081802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;859.206177;861.709839;172.039978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;669.852966;744.654053;162.106720;;;;;;;;;;;;;;;;;;;;;;;;;;;;954.326050;847.470886;319.014130;;;;;;;553.964905;687.901855;175.543091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;665.461365;744.648254;161.156113;;;;;;;;;;;;;;;;;;;;;;;;;;;;952.100952;846.576233;319.805969;;;;;;;549.106201;688.398315;175.139526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;851.235779;860.008545;174.274841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;661.489197;744.383606;160.889877;;;;;;;;;;;;;;;;;;;;;;;;;;;;950.040100;845.741821;319.964508;;;;;;;544.265991;688.978027;173.996628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;848.389221;858.434875;174.922653;622.666565;651.458618;173.251938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;657.096802;744.397095;160.937775;;;;;;;;;;;;;;;;;;;;;;;;;;;;947.441711;844.869141;320.454773;;;;;;;539.670410;689.553528;173.134262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;843.919983;857.708618;176.553772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
