;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;;*37;;;*38;;;*39;;;*40;;;*41;;;*42;;;*43;;;*44;;;*45;;;*46;;;*47;;;*48;;;*49;;;*50;;;*51;;;*52;;;*53;;;*54;;;*55;;;*56;;;*57;;;*58;;;*59;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
101;834.172119;735.907959;124.358154;;;;;;;;;;;;;;;;;;;1019.215454;877.996277;298.980591;729.826172;660.283386;123.214119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;832.605591;736.064209;125.573616;;;;;;;;;;;;;;;;;;;1018.603210;877.866455;299.217316;727.805359;660.548279;125.333893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;830.394348;736.495239;127.922714;;;;;;;;;;;;;;;;;;;1017.615295;877.542175;299.603882;725.494507;660.740540;126.939056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;827.854736;736.589417;128.724350;;;;;;;;;;;;;;;;;;;1016.595703;877.218018;299.684967;723.171021;661.100769;128.708206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;826.489258;736.658386;129.569336;;;;;;;;;;;;;;;;;;;1015.719727;876.961304;299.577515;720.808167;661.594849;130.712357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;823.955200;736.689026;130.904739;;;;;;;;;;;;;;;;;;;1015.226074;876.857788;299.425140;718.299194;662.060913;132.296967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;821.663635;737.160095;132.502563;;;;;;;;;;;;;;;;;;;1014.649353;876.691101;299.353699;716.011536;662.239380;134.252441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;819.290283;737.157349;134.168564;;;;;;;;;;;;;;;;;;;1013.338562;876.406677;299.735992;713.043823;662.812744;136.499252;975.199158;893.994202;141.111954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;816.912109;737.365540;135.899384;;;;;;;;;;;;;;;;;;;1011.638550;876.205078;300.772156;710.204529;663.279297;138.312851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;814.104980;737.149963;137.366486;;;;;;;;;;;;;;;;;;;1010.578918;875.943970;301.008545;707.335449;663.811035;140.033356;;;;970.992676;893.108826;142.039612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;811.452881;737.475647;138.668350;;;;;;;;;;;;;;;;;;;1010.225952;875.750061;300.871124;704.067871;664.433594;141.993744;;;;968.155212;892.814514;142.921555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;808.404907;737.295105;139.995819;;;;;;;;;;;;;;;;;;;1009.647522;875.419800;301.098358;700.880554;665.036743;144.314224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;805.401245;737.643860;141.503525;;;;;;;;;;;;;;;;;;;1008.130859;875.174927;301.533295;697.575012;665.444458;146.234268;;;;;;;963.285461;892.361023;143.717926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;802.614380;737.558960;142.680557;;;;;;;;;;;;;;;;;;;1006.362427;875.215942;302.280151;693.913452;665.892334;147.957443;;;;;;;961.841248;891.518616;144.053513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;798.726074;737.813110;144.745865;;;;;;;;;;;;;;;;;;;1005.304260;875.120239;302.232269;690.377625;666.857422;150.162186;;;;;;;958.957031;891.076538;144.382813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;795.923889;737.914063;145.987167;;;;;;;;;;;;;;;;;;;1004.333435;874.753845;302.352112;686.465515;667.456848;151.994324;;;;;;;956.008972;890.995483;145.379501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;792.412598;737.813782;147.129364;;;;;;;;;;;;;;;;;;;1003.070435;874.273499;302.662964;682.447205;668.013000;153.473389;;;;;;;953.505737;890.106506;146.288406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;788.452637;737.894897;148.757919;;;;;;;;;;;;;;;;;;;1001.939941;874.168579;303.236694;678.798340;668.657471;154.949890;;;;;;;950.635071;889.841309;146.761780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;785.179321;738.104675;149.845596;;;;;;;;;;;;;;;;;;;1000.633057;874.019714;304.046539;674.861084;669.333313;156.524765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;781.168701;738.318054;151.306625;;;;;;;;;;;;;;;;;;;999.047852;873.550476;304.349915;670.608337;670.008362;158.008789;;;;;;;;;;753.668396;639.659180;159.088486;944.337219;888.923950;148.458984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;777.196777;738.555786;152.862030;;;;;;;;;;;;;;;;;;;997.783203;873.126038;304.492554;666.232910;670.611694;159.474792;;;;;;;;;;;;;942.017578;888.069519;149.039856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;773.328857;738.242981;153.989624;;;;;;;;;;;;;;;;;;;996.800598;872.889526;304.682281;661.971191;671.273499;160.889404;;;;;;;;;;;;;938.529846;887.600342;149.992142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;768.981750;738.372253;155.073532;;;;;;;;;;;;;;;;;;;994.890381;872.531555;305.470978;657.599915;671.943115;162.047729;;;;;;;;;;;;;935.325500;886.763062;150.750748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;764.854553;738.912659;156.350967;;;;;;;;;;;;;;;;;;;993.313293;872.149048;305.966003;653.138184;672.755127;163.160400;;;;;;;;;;;;;931.759216;886.402283;151.582611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;761.193909;738.844177;157.032455;;;;;;;;;;;;;;;;;;;992.509583;871.806458;306.353210;648.671265;673.777039;164.411819;;;;;;;;;;;;;;;;729.759399;641.711304;164.368515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;757.001892;738.947937;157.970200;;;;;;;;;;;;;;;;;;;991.070068;871.423279;307.320892;643.942200;674.538147;165.549759;;;;;;;;;;;;;;;;;;;924.871704;885.342896;153.677353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;752.578735;739.029724;159.037476;;;;;;;;;;;;;;;;;;;988.898621;870.964417;308.477631;639.195984;675.361694;166.610855;;;;;;;;;;;;;;;;;;;921.550110;884.115784;154.581329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;747.949280;738.900635;159.658798;;;;;;;;;;;;;;;;;;;987.217773;870.708618;309.261261;634.328125;676.203369;167.705887;;;;;;;;;;;;;;;;;;;917.992065;883.777283;155.442322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;743.896118;738.965149;159.601318;;;;;;;;;;;;;;;;;;;985.461914;870.336670;309.812653;629.522644;677.110413;168.465607;;;;;;;;;;;;;;;;;;;914.743713;882.818481;156.267288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;740.261047;738.771912;159.812561;;;;;;;;;;;;;;;;;;;983.817993;869.937256;310.005493;624.922913;678.343933;169.129776;;;;;;;;;;;;;;;;;;;911.493835;882.005066;156.790192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;735.457947;739.050720;161.025955;;;;;;;;;;;;;;;;;;;982.500183;869.671631;310.743317;620.299133;679.213318;169.859085;;;;;;;;;;;;;;;;;;;907.371582;881.265808;157.964661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;731.081482;739.004211;161.636246;;;;;;;;;;;;;;;;;;;980.758850;869.068787;311.649597;615.472839;680.017639;170.790314;;;;;;;;;;;;;;;;;;;903.714355;880.421509;159.004440;694.724426;643.729004;169.203369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;726.948853;738.791870;162.255722;;;;;;;;;;;;;;;;;;;979.341187;868.508484;312.059021;610.619446;680.958374;171.402313;;;;;;;;;;;;;;;;;;;900.003601;879.516357;160.226440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;722.549683;738.802124;162.875977;;;;;;;;;;;;;;;;;;;977.455322;868.000488;312.623932;605.693115;681.819946;172.130051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;717.964294;738.824402;163.309296;;;;;;;;;;;;;;;;;;;975.551331;867.581482;313.204742;600.733704;682.755432;172.273895;;;;;;;;;;;;;;;;;;;;;;;;;892.895447;877.775940;162.092392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;713.246155;738.798096;164.320938;;;;;;;;;;;;;;;;;;;973.983948;867.074768;313.752808;596.010803;683.646973;172.577103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;708.188782;738.632813;164.328171;;;;;;;;;;;;;;;;;;;971.999878;866.302002;314.393219;591.423462;684.265259;172.269913;;;;;;;;;;;;;;;;;;;;;;;;;;;;884.980225;875.776062;165.265350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;703.834717;738.340027;164.308380;;;;;;;;;;;;;;;;;;;970.209534;865.858093;315.626190;586.283386;685.262939;172.647171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;699.882385;738.398987;164.303696;;;;;;;;;;;;;;;;;;;968.129272;865.110352;316.429352;581.167969;685.928040;172.664322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;878.034180;873.972107;167.330566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;695.613098;738.665527;164.528778;;;;;;;;;;;;;;;;;;;966.166382;864.415466;316.810883;576.167969;686.605164;172.740829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;874.789490;872.901062;168.281921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;691.030273;738.736145;164.356918;;;;;;;;;;;;;;;;;;;964.971558;863.346863;316.672882;571.670532;687.424133;172.228134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;871.381042;872.088135;169.182114;649.997375;643.967468;169.376083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;686.967896;738.348694;164.280426;;;;;;;;;;;;;;;;;;;962.842407;862.973267;317.753601;566.984558;688.247559;172.187546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;867.328430;871.050537;170.503128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;682.621277;738.291077;164.180695;;;;;;;;;;;;;;;;;;;960.569458;862.240723;318.665161;562.490356;689.176392;172.187881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;863.357605;870.192566;172.117401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;678.434082;738.322876;164.334503;;;;;;;;;;;;;;;;;;;958.330078;861.613403;319.584259;558.008606;690.256287;171.450043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;859.176880;869.057678;173.944702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;674.411926;737.950012;164.561401;;;;;;;;;;;;;;;;;;;956.020447;860.630188;320.570251;553.372742;691.191956;171.553238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;856.098999;868.017151;175.133865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;669.639160;737.984314;164.899536;;;;;;;;;;;;;;;;;;;953.790100;859.915955;321.274689;548.976868;691.767578;171.523956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;852.711975;867.044739;176.033035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;665.286133;737.791077;164.070343;;;;;;;;;;;;;;;;;;;951.886780;859.089844;322.096161;544.732178;692.483887;170.920273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;849.038635;866.142639;177.143661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;662.024109;737.676636;163.365646;;;;;;;;;;;;;;;;;;;950.104797;858.088379;323.177490;540.541382;693.220154;170.928497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;845.544800;865.071106;178.303741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;657.768799;737.693481;163.471329;;;;;;;;;;;;;;;;;;;947.284302;857.493530;323.813782;536.320679;693.934326;170.547836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;841.871094;863.757385;179.933777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;653.412292;737.725830;163.489380;;;;;;;;;;;;;;;;;;;945.294556;856.421387;324.506165;532.274841;694.812317;169.478378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;838.473145;862.665283;181.578369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;649.220947;737.408142;163.164978;;;;;;;;;;;;;;;;;;;943.308655;855.345093;325.323456;528.040283;695.696777;168.864639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;834.995850;861.709351;183.030045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;645.985596;737.690796;162.743271;;;;;;;;;;;;;;;;;;;941.338196;854.853699;325.922333;523.827698;696.576904;167.774963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;832.184937;860.632202;183.781555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;642.372925;737.597473;162.250244;;;;;;;;;;;;;;;;;;;938.331177;853.850342;327.471985;519.939819;697.272461;166.714417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;828.248291;859.815735;185.298798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;638.592896;737.437012;161.817719;;;;;;;;;;;;;;;;;;;936.495056;852.610779;328.327820;515.851074;698.173157;165.468201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;590.048096;646.543091;158.683594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;634.593689;737.514893;161.461578;;;;;;;;;;;;;;;;;;;934.570496;851.464050;328.962494;511.625092;698.803833;164.636276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585.196838;646.729797;156.955795;821.764832;857.658325;188.012070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;631.269775;737.633606;161.137222;;;;;;;;;;;;;;;;;;;932.148254;851.026306;329.829620;508.288727;699.784058;163.331482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581.802734;647.099060;155.897491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;627.755371;737.750122;160.614502;;;;;;;;;;;;;;;;;;;930.138062;850.174927;330.702972;504.869995;700.734375;162.352814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578.305237;647.476501;155.913940;;;;815.376465;855.843445;190.741226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;624.480652;737.543701;159.673950;;;;;;;;;;;;;;;;;;;928.813293;848.905029;331.182983;501.037476;701.713745;160.962387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
